transaction_id,timestamp,amount,currency,channel_id,channel_description,payment_method,settlement_date,actual_settlement_date,reconciliation_status,processing_fee,reference_number,settlement_delay_days,is_anomaly,anomaly_type,anomaly_reason,hour,day_of_week,is_weekend,is_business_hours,channel_avg_amount,channel_std_amount,amount_deviation
TXN_F69E6092,2024-02-09 19:18:00,483.86,EUR,CHANNEL_006,FLY,AMOP,2024-02-10,2024-02-10,MATCHED,7.95,REF_975763,0,False,,,19,4,False,False,371.08757800219786,994.9815597278657,0.11334121813136536
TXN_8830D3C3,2024-02-10 00:35:00,603.24,USD,CHANNEL_007,Airlines Holidays,AMOP,2024-02-12,2024-02-12,MATCHED,14.21,REF_653485,0,False,,,0,5,True,False,289.37843749999996,201.46105413533996,1.5579267359990596
TXN_56030D03,2024-02-10 01:06:00,170.41,GBP,CHANNEL_006,FLY,CARD,2024-02-13,2024-02-13,MATCHED,3.1,REF_378150,0,False,,,1,5,True,False,371.08757800219786,994.9815597278657,0.20168974594572844
TXN_72A4C46E,2024-02-10 03:26:00,300.33,EUR,CHANNEL_010,PBL,AMOP,2024-02-11,2024-02-11,MATCHED,7.08,REF_741055,0,False,,,3,5,True,False,385.4075653356448,1550.0644555145593,0.05488646941936518
TXN_C156FF71,2024-02-10 07:11:00,198.17,GBP,CHANNEL_009,ANDC,CARD,2024-02-12,2024-02-12,MATCHED,1.99,REF_134225,0,False,,,7,5,True,False,585.2624009644618,1888.243275053581,0.20500133964649106
TXN_D950794E,2024-02-11 05:53:00,121.89,GBP,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-12,2024-02-12,MATCHED,1.65,REF_181354,0,False,,,5,6,True,False,529.5399166114732,1898.670997744395,0.21470276688049583
TXN_E0E5FF04,2024-02-11 19:13:00,103.5,EUR,CHANNEL_005,NDC,DIGITAL_WALLET,2024-02-13,2024-02-13,MATCHED,1.21,REF_735173,0,False,,,19,6,True,False,241.44414893617022,171.1966887643904,0.8057641180549701
TXN_1F7D694A,2024-02-12 02:48:00,991.06,GBP,CHANNEL_008,Contact Center,AMOP,2024-02-14,2024-02-14,MATCHED,16.47,REF_774567,0,False,,,2,0,False,False,306.0762376237624,215.62196186312508,3.176781049840643
TXN_1DFCC59B,2024-02-12 17:20:00,214.49,USD,CHANNEL_006,FLY,DIGITAL_WALLET,2024-02-15,2024-02-15,MATCHED,3.31,REF_708222,0,False,,,17,0,False,True,371.08757800219786,994.9815597278657,0.15738741735578332
TXN_0AEA3C19,2024-02-12 17:34:00,159.55,GBP,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-15,2024-02-15,MATCHED,2.27,REF_544815,0,False,,,17,0,False,True,529.5399166114732,1898.670997744395,0.19486784021613968
TXN_74430B6A,2024-02-12 18:38:00,152.19,EUR,CHANNEL_007,Airlines Holidays,CARD,2024-02-14,2024-02-14,MATCHED,1.88,REF_133164,0,True,duplicate,Duplicate transaction detected.,18,0,False,False,289.37843749999996,201.46105413533996,0.6809675353323519
TXN_C6BA22D8,2024-02-12 18:38:00,152.19,EUR,CHANNEL_007,Airlines Holidays,CARD,2024-02-14,2024-02-14,MATCHED,1.88,REF_133164,0,True,duplicate,Duplicate transaction detected.,18,0,False,False,289.37843749999996,201.46105413533996,0.6809675353323519
TXN_72E1ED73,2024-02-13 03:23:00,202.89,EUR,CHANNEL_001,Airlines.com,AMOP,2024-02-16,2024-02-16,MATCHED,3.07,REF_150290,0,False,,,3,1,False,False,529.5399166114732,1898.670997744395,0.17204134734218335
TXN_B184AE8B,2024-02-14 00:25:00,92.82,EUR,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-02-15,2024-02-15,MATCHED,1.95,REF_246583,0,False,,,0,2,False,False,306.0762376237624,215.62196186312508,0.9890283706774524
TXN_D33C6F17,2024-02-14 07:56:00,163.36,GBP,CHANNEL_005,NDC,DIGITAL_WALLET,2024-02-17,2024-02-17,MATCHED,2.74,REF_284630,0,False,,,7,2,False,False,241.44414893617022,171.1966887643904,0.45610782252706766
TXN_9BA70ACD,2024-02-14 08:24:00,405.58,USD,CHANNEL_008,Contact Center,AMOP,2024-02-17,2024-02-17,MATCHED,6.35,REF_243294,0,False,,,8,2,False,False,306.0762376237624,215.62196186312508,0.46147322618000164
TXN_A88773E4,2024-02-14 08:50:00,698.41,GBP,CHANNEL_004,New .com,AMOP,2024-02-15,2024-02-15,MATCHED,18.15,REF_252117,0,False,,,8,2,False,False,413.8197789891696,956.7559280432754,0.2974533135037528
TXN_B9A5B8D4,2024-02-14 17:10:00,161.78,USD,CHANNEL_006,FLY,DIGITAL_WALLET,2024-02-15,2024-02-15,MATCHED,4.72,REF_295440,0,False,,,17,2,False,True,371.08757800219786,994.9815597278657,0.21036327352583792
TXN_0528EC06,2024-02-15 01:53:00,312.02,GBP,CHANNEL_007,Airlines Holidays,AMOP,2024-02-17,2024-02-17,MATCHED,8.97,REF_695551,0,False,,,1,3,False,False,289.37843749999996,201.46105413533996,0.11238679653085502
TXN_592FF942,2024-02-15 22:03:00,563.96,USD,CHANNEL_007,Airlines Holidays,AMOP,2024-02-17,2024-02-17,MATCHED,13.88,REF_237962,0,False,,,22,3,False,False,289.37843749999996,201.46105413533996,1.3629510858984106
TXN_67A7206D,2024-02-16 01:30:00,151.04,EUR,CHANNEL_005,NDC,CARD,2024-02-17,2024-02-17,MATCHED,2.92,REF_142773,0,False,,,1,4,False,False,241.44414893617022,171.1966887643904,0.5280718312291018
TXN_915C8928,2024-02-16 19:14:00,194.75,GBP,CHANNEL_005,NDC,CARD,2024-02-18,2024-02-18,MATCHED,2.41,REF_989265,0,False,,,19,4,False,False,241.44414893617022,171.1966887643904,0.2727514724331677
TXN_0CDC5324,2024-02-16 19:42:00,641.8,GBP,CHANNEL_009,ANDC,AMOP,2024-02-18,2024-02-18,MATCHED,15.71,REF_172187,0,False,,,19,4,False,False,585.2624009644618,1888.243275053581,0.02994190408750898
TXN_81815D3B,2024-02-16 23:31:00,16302.623236885836,EUR,CHANNEL_001,Airlines.com,CARD,2024-02-17,2024-02-17,MATCHED,407.56558092214595,REF_693246,0,True,high_amount,Unusually high transaction amount detected.,23,4,False,False,529.5399166114732,1898.670997744395,8.307433641222019
TXN_9FA1AF50,2024-02-17 02:38:00,69.65,GBP,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-02-20,2024-02-20,MATCHED,1.26,REF_749468,0,False,,,2,5,True,False,289.71385321100917,220.87662228085722,0.996320257610538
TXN_F14A9266,2024-02-17 06:13:00,569.29,EUR,CHANNEL_008,Contact Center,AMOP,2024-02-20,2024-02-20,UNMATCHED,12.41,REF_973074,0,False,,,6,5,True,False,306.0762376237624,215.62196186312508,1.2207187064892924
TXN_428C9202,2024-02-17 06:35:00,131.75,USD,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-18,2024-02-18,MATCHED,3.89,REF_270495,0,False,,,6,5,True,False,529.5399166114732,1898.670997744395,0.20950966074904198
TXN_A410B8BD,2024-02-17 11:56:00,244.08,GBP,CHANNEL_007,Airlines Holidays,AMOP,2024-02-19,2024-02-19,MATCHED,4.62,REF_977740,0,False,,,11,5,True,True,289.37843749999996,201.46105413533996,0.22484960030820056
TXN_F1EFB566,2024-02-18 02:11:00,207.44,GBP,CHANNEL_003,Staff Travel,AMOP,2024-02-21,2024-02-21,MATCHED,4.72,REF_615895,0,False,,,2,6,True,False,495.366892976174,1638.3171994323789,0.1757455107447635
TXN_8CB76971,2024-02-18 09:22:00,149.05,USD,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-20,2024-02-20,MATCHED,2.3,REF_561097,0,False,,,9,6,True,True,529.5399166114732,1898.670997744395,0.20039802423036535
TXN_5CA2EF55,2024-02-18 10:01:00,131.88,EUR,CHANNEL_003,Staff Travel,CARD,2024-02-19,2024-02-19,MATCHED,1.38,REF_559713,0,False,,,10,6,True,True,495.366892976174,1638.3171994323789,0.2218660056197358
TXN_7A3BBC54,2024-02-18 15:47:00,202.48,EUR,CHANNEL_004,New .com,CARD,2024-02-20,2024-02-20,MATCHED,3.0,REF_361824,0,False,,,15,6,True,True,413.8197789891696,956.7559280432754,0.2208920507254076
TXN_54418337,2024-02-18 23:07:00,245.47,EUR,CHANNEL_008,Contact Center,CARD,2024-02-19,2024-02-19,MATCHED,5.42,REF_437237,0,False,,,23,6,True,False,306.0762376237624,215.62196186312508,0.2810763667118226
TXN_D4EB5E1B,2024-02-19 09:14:00,161.61,USD,CHANNEL_006,FLY,CARD,2024-02-22,2024-02-22,MATCHED,1.66,REF_157174,0,False,,,9,0,False,True,371.08757800219786,994.9815597278657,0.21053413096368478
TXN_D6E63207,2024-02-19 12:02:00,655.93,GBP,CHANNEL_001,Airlines.com,AMOP,2024-02-20,2024-02-20,MATCHED,15.86,REF_608306,0,False,,,12,0,False,True,529.5399166114732,1898.670997744395,0.06656765892494121
TXN_58845706,2024-02-19 13:42:00,114.9,EUR,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-02-22,2024-02-22,MATCHED,3.22,REF_974224,0,False,,,13,0,False,True,289.37843749999996,201.46105413533996,0.8660653457257634
TXN_F4361B21,2024-02-19 21:01:00,156.16,USD,CHANNEL_009,ANDC,DIGITAL_WALLET,2024-02-21,2024-02-25,MATCHED,3.69,REF_781605,4,False,,,21,0,False,False,585.2624009644618,1888.243275053581,0.2272495322152203
TXN_9FB07776,2024-02-20 08:46:00,146.4,GBP,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-02-23,2024-02-23,MATCHED,4.08,REF_707021,0,False,,,8,1,False,False,289.71385321100917,220.87662228085722,0.6488412025278865
TXN_C06D22D8,2024-02-20 14:06:00,468.86,GBP,CHANNEL_003,Staff Travel,AMOP,2024-02-22,2024-02-22,MATCHED,13.59,REF_445549,0,True,duplicate,Duplicate transaction detected.,14,1,False,True,495.366892976174,1638.3171994323789,0.01617934120776959
TXN_7F566E71,2024-02-20 14:06:00,468.86,GBP,CHANNEL_003,Staff Travel,AMOP,2024-02-22,2024-02-22,MATCHED,13.59,REF_445549,0,True,duplicate,Duplicate transaction detected.,14,1,False,True,495.366892976174,1638.3171994323789,0.01617934120776959
TXN_53C9B0F6,2024-02-20 19:32:00,106.94,GBP,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-02-21,2024-02-21,MATCHED,1.17,REF_644559,0,False,,,19,1,False,False,289.37843749999996,201.46105413533996,0.9055767045547138
TXN_8B18D3C2,2024-02-20 21:21:00,557.42,EUR,CHANNEL_005,NDC,AMOP,2024-02-23,2024-02-23,MATCHED,14.67,REF_733375,0,False,,,21,1,False,False,241.44414893617022,171.1966887643904,1.8456890337329586
TXN_A1208C59,2024-02-20 23:57:00,225.2,GBP,CHANNEL_009,ANDC,CARD,2024-02-22,2024-02-27,MATCHED,2.28,REF_980357,5,False,,,23,1,False,False,585.2624009644618,1888.243275053581,0.19068644687970338
TXN_BD9C871B,2024-02-21 00:39:00,172.02,USD,CHANNEL_005,NDC,CARD,2024-02-23,2024-02-23,MATCHED,3.43,REF_617437,0,False,,,0,2,False,False,241.44414893617022,171.1966887643904,0.4055227319946314
TXN_B21836E7,2024-02-21 02:01:00,164.01,GBP,CHANNEL_007,Airlines Holidays,CARD,2024-02-22,2024-02-22,MATCHED,2.75,REF_201295,0,False,,,2,2,False,False,289.37843749999996,201.46105413533996,0.6222961457144884
TXN_898F75F6,2024-02-21 03:08:00,691.85,GBP,CHANNEL_002,Mobile App,AMOP,2024-02-23,2024-02-23,MATCHED,19.35,REF_986593,0,False,,,3,2,False,False,289.71385321100917,220.87662228085722,1.8206369811181367
TXN_27ADDC85,2024-02-21 10:26:00,396.79,GBP,CHANNEL_010,PBL,AMOP,2024-02-24,2024-02-24,MATCHED,6.48,REF_448787,0,False,,,10,2,False,True,385.4075653356448,1550.0644555145593,0.0073432008739125094
TXN_A3BCA537,2024-02-21 16:00:00,135.94,EUR,CHANNEL_002,Mobile App,CARD,2024-02-24,2024-02-24,MATCHED,2.13,REF_955129,0,False,,,16,2,False,True,289.71385321100917,220.87662228085722,0.6961979571358935
TXN_9A0D62BF,2024-02-21 18:34:00,187.88,USD,CHANNEL_003,Staff Travel,CARD,2024-02-23,2024-02-23,MATCHED,5.09,REF_711474,0,False,,,18,2,False,False,495.366892976174,1638.3171994323789,0.1876845906779882
TXN_3AFE74EC,2024-02-21 20:58:00,134.05,USD,CHANNEL_004,New .com,CARD,2024-02-23,2024-02-23,UNMATCHED,1.85,REF_728896,0,False,,,20,2,False,False,413.8197789891696,956.7559280432754,0.29241499403232885
TXN_3781C5D3,2024-02-22 04:23:00,208.09,GBP,CHANNEL_009,ANDC,CARD,2024-02-24,2024-02-24,MATCHED,4.32,REF_143822,0,False,,,4,3,False,False,585.2624009644618,1888.243275053581,0.1997477792970077
TXN_662CD807,2024-02-22 09:11:00,117.7,EUR,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-02-25,2024-02-25,MATCHED,3.11,REF_711893,0,False,,,9,3,False,True,495.366892976174,1638.3171994323789,0.23052122818891402
TXN_0810D32E,2024-02-22 09:13:00,252.44,USD,CHANNEL_003,Staff Travel,AMOP,2024-02-23,2024-02-23,MATCHED,4.18,REF_235461,0,False,,,9,3,False,True,495.366892976174,1638.3171994323789,0.1482783023094306
TXN_41269F01,2024-02-22 11:10:00,138.05,USD,CHANNEL_005,NDC,DIGITAL_WALLET,2024-02-24,2024-02-24,MATCHED,3.48,REF_778526,0,False,,,11,3,False,True,241.44414893617022,171.1966887643904,0.6039494670277561
TXN_3BCC7FA7,2024-02-22 16:30:00,456.18,GBP,CHANNEL_006,FLY,AMOP,2024-02-25,2024-02-25,MATCHED,8.56,REF_146853,0,False,,,16,3,False,True,371.08757800219786,994.9815597278657,0.08552160707488439
TXN_2AC28790,2024-02-22 16:40:00,611.25,USD,CHANNEL_001,Airlines.com,AMOP,2024-02-25,2024-02-25,MATCHED,17.97,REF_540538,0,False,,,16,3,False,True,529.5399166114732,1898.670997744395,0.043035409233931336
TXN_F4CABB6F,2024-02-22 17:02:00,393.83,GBP,CHANNEL_006,FLY,AMOP,2024-02-25,2024-02-25,MATCHED,8.79,REF_878476,0,False,,,17,3,False,True,371.08757800219786,994.9815597278657,0.022857129135159384
TXN_8BA6552F,2024-02-22 17:22:00,297.05,USD,CHANNEL_009,ANDC,AMOP,2024-02-25,2024-02-25,MATCHED,3.81,REF_279594,0,False,,,17,3,False,True,585.2624009644618,1888.243275053581,0.15263520584035095
TXN_6AD25610,2024-02-22 21:40:00,168.08,USD,CHANNEL_005,NDC,DIGITAL_WALLET,2024-02-23,2024-02-23,MATCHED,2.52,REF_390120,0,False,,,21,3,False,False,241.44414893617022,171.1966887643904,0.42853719581654814
TXN_FF89210E,2024-02-23 06:51:00,209.45,EUR,CHANNEL_004,New .com,DIGITAL_WALLET,2024-02-26,2024-02-26,MATCHED,2.13,REF_923655,0,False,,,6,4,False,False,413.8197789891696,956.7559280432754,0.2136070161667456
TXN_8FBEB2FB,2024-02-23 11:50:00,90.67,USD,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-02-25,2024-02-25,MATCHED,1.82,REF_309795,0,False,,,11,4,False,True,289.71385321100917,220.87662228085722,0.901154006954677
TXN_57C22422,2024-02-23 12:37:00,584.83,USD,CHANNEL_002,Mobile App,AMOP,2024-02-25,2024-02-25,MATCHED,13.02,REF_382495,0,False,,,12,4,False,True,289.71385321100917,220.87662228085722,1.3361130921937672
TXN_342EE408,2024-02-23 14:51:00,169.72,GBP,CHANNEL_005,NDC,DIGITAL_WALLET,2024-02-25,2024-02-25,MATCHED,4.48,REF_417543,0,False,,,14,4,False,True,241.44414893617022,171.1966887643904,0.4189575712815372
TXN_1A46FEE5,2024-02-23 15:14:00,148.34,EUR,CHANNEL_009,ANDC,DIGITAL_WALLET,2024-02-26,2024-02-26,MATCHED,3.73,REF_190047,0,False,,,15,4,False,True,585.2624009644618,1888.243275053581,0.23139094773265567
TXN_80836B40,2024-02-23 15:41:00,151.21,GBP,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-02-26,2024-02-26,MATCHED,2.83,REF_190275,0,False,,,15,4,False,True,495.366892976174,1638.3171994323789,0.2100673136407361
TXN_1F4B2C52,2024-02-23 17:25:00,149.28,GBP,CHANNEL_007,Airlines Holidays,CARD,2024-02-25,2024-02-25,MATCHED,2.13,REF_785761,0,False,,,17,4,False,True,289.37843749999996,201.46105413533996,0.6954120145022319
TXN_15E815F7,2024-02-23 19:26:00,212.39,USD,CHANNEL_007,Airlines Holidays,CARD,2024-02-26,2024-02-26,MATCHED,3.61,REF_823535,0,False,,,19,4,False,False,289.37843749999996,201.46105413533996,0.38215047484204934
TXN_07D8618B,2024-02-23 19:32:00,91.95,USD,CHANNEL_006,FLY,DIGITAL_WALLET,2024-02-26,2024-02-26,MATCHED,2.09,REF_437262,0,False,,,19,4,False,False,371.08757800219786,994.9815597278657,0.28054547873082586
TXN_32430D08,2024-02-23 22:59:00,790.68,GBP,CHANNEL_008,Contact Center,AMOP,2024-02-26,2024-02-26,MATCHED,7.95,REF_702042,0,False,,,22,4,False,False,306.0762376237624,215.62196186312508,2.247469405198436
TXN_6B038738,2024-02-23 23:47:00,203.68,USD,CHANNEL_006,FLY,CARD,2024-02-26,2024-02-26,MATCHED,5.73,REF_746850,0,False,,,23,4,False,False,371.08757800219786,994.9815597278657,0.1682519403153411
TXN_4B8B6B95,2024-02-24 14:20:00,220.14,USD,CHANNEL_006,FLY,AMOP,2024-02-26,2024-02-26,MATCHED,5.51,REF_120324,0,False,,,14,5,True,True,371.08757800219786,994.9815597278657,0.15170892015675452
TXN_DB6801EE,2024-02-24 14:30:00,143.37,GBP,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-26,2024-02-26,MATCHED,4.14,REF_993719,0,False,,,14,5,True,True,529.5399166114732,1898.670997744395,0.20338959043996555
TXN_E9403049,2024-02-24 20:42:00,203.02,EUR,CHANNEL_009,ANDC,AMOP,2024-02-27,2024-02-27,MATCHED,5.56,REF_175532,0,False,,,20,5,True,False,585.2624009644618,1888.243275053581,0.20243281467723762
TXN_A8662195,2024-02-25 06:13:00,81.03,USD,CHANNEL_010,PBL,DIGITAL_WALLET,2024-02-28,2024-02-28,MATCHED,1.92,REF_286450,0,False,,,6,6,True,False,385.4075653356448,1550.0644555145593,0.1963644571377541
TXN_EE3D0438,2024-02-25 10:09:00,88.53,GBP,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-02-27,2024-02-27,MATCHED,2.6,REF_372804,0,False,,,10,6,True,True,289.71385321100917,220.87662228085722,0.910842673767405
TXN_4EE7DAEC,2024-02-25 13:19:00,478.08,GBP,CHANNEL_010,PBL,AMOP,2024-02-28,2024-02-28,UNMATCHED,11.59,REF_729006,0,False,,,13,6,True,True,385.4075653356448,1550.0644555145593,0.05978618136469148
TXN_A1A2CE70,2024-02-25 14:38:00,765.83,GBP,CHANNEL_008,Contact Center,AMOP,2024-02-27,2024-02-27,MATCHED,11.02,REF_960307,0,False,,,14,6,True,True,306.0762376237624,215.62196186312508,2.132221404552869
TXN_749F1A2B,2024-02-25 14:44:00,198.24,EUR,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-28,2024-02-28,MATCHED,4.52,REF_823880,0,False,,,14,6,True,True,529.5399166114732,1898.670997744395,0.17449042883419758
TXN_F1D0038B,2024-02-25 16:29:00,187.77,EUR,CHANNEL_006,FLY,CARD,2024-02-28,2024-02-28,MATCHED,4.27,REF_116495,0,False,,,16,6,True,True,371.08757800219786,994.9815597278657,0.1842421864103054
TXN_D2B13CF9,2024-02-25 23:56:00,174.55,USD,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-02-27,2024-02-27,MATCHED,4.55,REF_544420,0,False,,,23,6,True,False,306.0762376237624,215.62196186312508,0.6099853488359134
TXN_558AB2E9,2024-02-26 00:57:00,202.45,USD,CHANNEL_005,NDC,CARD,2024-02-29,2024-02-29,UNMATCHED,4.17,REF_204998,0,False,,,0,0,False,False,241.44414893617022,171.1966887643904,0.22777396699439653
TXN_FBBE0A86,2024-02-26 06:52:00,571.42,USD,CHANNEL_008,Contact Center,AMOP,2024-02-27,2024-02-27,MATCHED,15.09,REF_517821,0,True,duplicate,Duplicate transaction detected.,6,0,False,False,306.0762376237624,215.62196186312508,1.2305971065446268
TXN_4377D1A6,2024-02-26 06:52:00,571.42,USD,CHANNEL_008,Contact Center,AMOP,2024-02-27,2024-02-27,MATCHED,15.09,REF_517821,0,True,duplicate,Duplicate transaction detected.,6,0,False,False,306.0762376237624,215.62196186312508,1.2305971065446268
TXN_388BD871,2024-02-26 08:12:00,193.02,EUR,CHANNEL_001,Airlines.com,CARD,2024-02-29,2024-02-29,MATCHED,5.21,REF_636648,0,False,,,8,0,False,False,529.5399166114732,1898.670997744395,0.1772397203155555
TXN_F71E6289,2024-02-27 01:17:00,118.87,USD,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-02-29,2024-02-29,MATCHED,1.94,REF_699596,0,False,,,1,1,False,False,289.37843749999996,201.46105413533996,0.8463593036967518
TXN_0349C3FF,2024-02-27 02:21:00,83.59,EUR,CHANNEL_001,Airlines.com,DIGITAL_WALLET,2024-02-28,2024-02-29,MATCHED,1.22,REF_132938,1,False,,,2,1,False,False,529.5399166114732,1898.670997744395,0.2348747714276238
TXN_04024484,2024-02-27 16:02:00,148.36,USD,CHANNEL_007,Airlines Holidays,CARD,2024-02-29,2024-02-29,MATCHED,4.05,REF_108356,0,False,,,16,1,False,True,289.37843749999996,201.46105413533996,0.6999786539648744
TXN_87A0C5D7,2024-02-27 20:45:00,179.2,EUR,CHANNEL_006,FLY,DIGITAL_WALLET,2024-02-28,2024-02-28,UNMATCHED,4.44,REF_408467,0,False,,,20,1,False,False,371.08757800219786,994.9815597278657,0.19285541136529247
TXN_7F28873A,2024-02-27 21:37:00,530.06,USD,CHANNEL_003,Staff Travel,AMOP,2024-02-29,2024-02-29,MATCHED,13.08,REF_836109,0,False,,,21,1,False,False,495.366892976174,1638.3171994323789,0.021176062264283105
TXN_71FF1F92,2024-02-27 22:47:00,197.66,USD,CHANNEL_001,Airlines.com,CARD,2024-02-29,2024-02-29,MATCHED,4.85,REF_989735,0,False,,,22,1,False,False,529.5399166114732,1898.670997744395,0.17479590566545958
TXN_62FA1DEF,2024-02-28 02:29:00,492.87,EUR,CHANNEL_004,New .com,AMOP,2024-02-29,2024-02-29,MATCHED,13.33,REF_372795,0,False,,,2,2,False,False,413.8197789891696,956.7559280432754,0.08262318392163111
TXN_0490A16C,2024-02-28 07:29:00,143.6,USD,CHANNEL_006,FLY,CARD,2024-03-02,2024-03-02,MATCHED,1.98,REF_792267,0,False,,,7,2,False,False,371.08757800219786,994.9815597278657,0.22863496893793417
TXN_FBA315E2,2024-02-28 07:47:00,184.72,EUR,CHANNEL_005,NDC,AMOP,2024-03-02,2024-03-02,MATCHED,2.31,REF_795781,0,False,,,7,2,False,False,241.44414893617022,171.1966887643904,0.33133905419302173
TXN_675C5EE5,2024-02-28 12:24:00,222.01,GBP,CHANNEL_003,Staff Travel,CARD,2024-03-02,2024-03-02,MATCHED,3.12,REF_734924,0,False,,,12,2,False,True,495.366892976174,1638.3171994323789,0.1668522390358124
TXN_C09BF51F,2024-02-29 02:21:00,117.41,EUR,CHANNEL_010,PBL,DIGITAL_WALLET,2024-03-02,2024-03-05,MATCHED,2.11,REF_572436,3,False,,,2,3,False,False,385.4075653356448,1550.0644555145593,0.17289446537671904
TXN_BA7CF4B6,2024-02-29 09:45:00,191.1,USD,CHANNEL_005,NDC,DIGITAL_WALLET,2024-03-01,2024-03-01,MATCHED,2.18,REF_755420,0,False,,,9,3,False,True,241.44414893617022,171.1966887643904,0.2940719782580399
TXN_FCA9482E,2024-03-01 01:47:00,524.4,USD,CHANNEL_008,Contact Center,AMOP,2024-03-03,2024-03-03,MATCHED,5.46,REF_999924,0,False,,,1,4,False,False,306.0762376237624,215.62196186312508,1.0125302658864943
TXN_30F1BAB7,2024-03-01 05:42:00,152.33,EUR,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-03-03,2024-03-03,MATCHED,3.27,REF_441183,0,False,,,5,4,False,False,289.71385321100917,220.87662228085722,0.6219936351449532
TXN_9F9F885C,2024-03-01 06:37:00,610.5,USD,CHANNEL_008,Contact Center,AMOP,2024-03-04,2024-03-04,MATCHED,11.5,REF_673929,0,False,,,6,4,False,False,306.0762376237624,215.62196186312508,1.411840239954236
TXN_77331216,2024-03-01 13:13:00,144.99,GBP,CHANNEL_003,Staff Travel,CARD,2024-03-03,2024-03-03,MATCHED,2.07,REF_718115,0,False,,,13,4,False,True,495.366892976174,1638.3171994323789,0.2138638922289088
TXN_AF572F26,2024-03-01 15:19:00,348.92,EUR,CHANNEL_002,Mobile App,AMOP,2024-03-04,2024-03-04,MATCHED,3.73,REF_810446,0,False,,,15,4,False,True,289.71385321100917,220.87662228085722,0.26805076145046647
TXN_D62B0D1F,2024-03-01 16:05:00,236.63,USD,CHANNEL_007,Airlines Holidays,DIGITAL_WALLET,2024-03-04,2024-03-04,MATCHED,3.84,REF_735281,0,False,,,16,4,False,True,289.37843749999996,201.46105413533996,0.2618294524785122
TXN_E4623290,2024-03-01 17:27:00,236.38,GBP,CHANNEL_007,Airlines Holidays,CARD,2024-03-04,2024-03-04,MATCHED,6.15,REF_285186,0,False,,,17,4,False,True,289.37843749999996,201.46105413533996,0.26307038711509984
TXN_96FA3B6C,2024-03-01 20:19:00,225.67,EUR,CHANNEL_010,PBL,CARD,2024-03-03,2024-03-03,MATCHED,2.55,REF_664570,0,False,,,20,4,False,False,385.4075653356448,1550.0644555145593,0.10305220842098359
TXN_E58A2719,2024-03-01 21:19:00,150.26,GBP,CHANNEL_004,New .com,CARD,2024-03-02,2024-03-02,MATCHED,1.58,REF_905819,0,False,,,21,4,False,False,413.8197789891696,956.7559280432754,0.27547232398987387
TXN_234D176E,2024-03-01 22:32:00,233.75,EUR,CHANNEL_005,NDC,AMOP,2024-03-02,2024-03-02,MATCHED,5.03,REF_839122,0,False,,,22,4,False,False,241.44414893617022,171.1966887643904,0.044943328003027576
TXN_C961DDFB,2024-03-01 23:38:00,208.66,USD,CHANNEL_008,Contact Center,DIGITAL_WALLET,2024-03-03,2024-03-03,MATCHED,2.65,REF_646174,0,False,,,23,4,False,False,306.0762376237624,215.62196186312508,0.45179181555541803
TXN_71B2126E,2024-03-02 01:15:00,149.33,GBP,CHANNEL_010,PBL,CARD,2024-03-03,2024-03-03,MATCHED,3.68,REF_231869,0,False,,,1,5,True,False,385.4075653356448,1550.0644555145593,0.1523017733203078
TXN_D1AF6667,2024-03-02 08:42:00,6469.202828834501,USD,CHANNEL_003,Staff Travel,DIGITAL_WALLET,2024-03-03,2024-03-03,MATCHED,161.73007072086253,REF_710527,0,True,high_amount,Unusually high transaction amount detected.,8,5,True,False,495.366892976174,1638.3171994323789,3.6463243735267246
TXN_3BB8244B,2024-03-02 10:46:00,163.66,EUR,CHANNEL_002,Mobile App,DIGITAL_WALLET,2024-03-03,2024-03-03,MATCHED,4.32,REF_678255,0,False,,,10,5,True,True,289.71385321100917,220.87662228085722,0.5706980300102765
TXN_F833F5B1,2024-03-02 11:51:00,125.85,GBP,CHANNEL_006,FLY,DIGITAL_WALLET,2024-03-05,2024-03-05,MATCHED,3.63,REF_168553,0,False,,,11,5,True,True,371.08757800219786,994.9815597278657,0.246474495536653
TXN_E694B4B3,2024-03-02 12:05:00,309.66,GBP,CHANNEL_001,Airlines.com,CARD,2024-03-04,2024-03-04,MATCHED,5.5,REF_785836,0,False,,,12,5,True,True,529.5399166114732,1898.670997744395,0.11580727618038548
