transaction_id,message_type,timestamp,settlement_date,channel_id,card_scheme,currency,amount,interchange_fee,scheme_fee,acquirer_fee,net_settlement,batch_id,settlement_status,processing_time_ms,auth_code,reference_number,hour_of_day,day_of_week,fee_rate,is_anomaly,anomaly_type,
TXN_20250617_000248,DART_312,6/17/2025 15:54,6/17/2025,BA_CALLCENTER_001,MASTERCARD,USD,669.5,9.37,2.34,3.35,654.44,BATCH_20250617_12,COMPLETED,1311,AUTH_870925,REF_3938247,15,1,0.0225,FALSE,,
TXN_20250624_000249,DART_312,6/24/2025 23:09,6/24/2025,BA_CALLCENTER_001,DISCOVER,GBP,4681.65,74.91,18.73,23.41,4564.6,BATCH_20250624_20,COMPLETED,1474,AUTH_499669,REF_9799030,23,1,0.025,FALSE,,
TXN_20250704_000250,DART_312,7/4/2025 22:10,7/4/2025,BA_KIOSK_001,MASTERCARD,USD,216.61,3.03,0.76,1.08,211.74,BATCH_20250704_20,COMPLETED,1069,AUTH_352673,REF_4780654,22,4,0.0225,FALSE,,
TXN_20250705_000251,DART_312,7/5/2025 22:27,7/5/2025,BA_PARTNER_002,DISCOVER,GBP,1447.61,23.16,5.79,7.24,1411.42,BATCH_20250705_20,COMPLETED,1241,AUTH_655736,REF_3249703,22,5,0.025,FALSE,,
TXN_20250703_000252,DART_312,7/3/2025 13:20,7/3/2025,BA_ECOM_002,AMEX,EUR,342.27,8.56,2.05,1.71,329.95,BATCH_20250703_12,COMPLETED,859,AUTH_196955,REF_9986473,13,3,0.036,FALSE,,
TXN_20250622_000253,DART_312,6/22/2025 14:33,6/22/2025,BA_MOBILE_001,DISCOVER,EUR,426.89,6.83,1.71,2.13,416.22,BATCH_20250622_12,COMPLETED,249,AUTH_297303,REF_4640933,14,6,0.025,FALSE,,
TXN_20250630_000254,DART_312,6/30/2025 13:41,6/30/2025,BA_MOBILE_001,AMEX,GBP,214.71,5.37,1.29,1.07,206.98,BATCH_20250630_12,COMPLETED,1618,AUTH_223014,REF_9034958,13,0,0.036,FALSE,,
TXN_20250616_000255,DART_312,6/16/2025 12:52,6/16/2025,BA_CALLCENTER_001,MASTERCARD,USD,3211.47,44.96,11.24,16.06,3139.21,BATCH_20250616_12,COMPLETED,1688,AUTH_396809,REF_7386444,12,0,0.0225,FALSE,,
TXN_20250701_000256,DART_312,7/1/2025 2:55,7/1/2025,BA_MOBILE_001,AMEX,USD,594.5,14.86,3.57,2.97,573.1,BATCH_20250701_00,COMPLETED,1054,AUTH_203398,REF_8876742,2,1,0.036,FALSE,,
TXN_20250621_000257,DART_312,6/21/2025 9:38,6/21/2025,BA_ECOM_002,AMEX,USD,1295.34,32.38,7.77,6.48,1248.71,BATCH_20250621_08,COMPLETED,553,AUTH_877259,REF_3448176,9,5,0.036,FALSE,,
TXN_20250715_000258,DART_312,7/15/2025 12:01,7/15/2025,BA_CALLCENTER_001,DISCOVER,USD,645.47,10.33,2.58,3.23,629.33,BATCH_20250715_12,COMPLETED,877,AUTH_697467,REF_5122665,12,1,0.025,FALSE,,
TXN_20250630_000259,DART_312,6/30/2025 2:55,6/30/2025,BA_PARTNER_001,AMEX,USD,1221.83,30.55,7.33,6.11,1177.84,BATCH_20250630_00,COMPLETED,1581,AUTH_772865,REF_9230828,2,0,0.036,FALSE,,
TXN_20250701_000260,DART_312,7/1/2025 14:50,7/1/2025,BA_PARTNER_002,AMEX,GBP,405.39,10.13,2.43,2.03,390.8,BATCH_20250701_12,COMPLETED,476,AUTH_668471,REF_1985360,14,1,0.036,FALSE,,
TXN_20250629_000261,DART_312,6/29/2025 18:43,6/29/2025,BA_PARTNER_002,VISA,EUR,122.36,1.84,0.49,0.61,119.42,BATCH_20250629_16,COMPLETED,381,AUTH_983472,REF_4882808,18,6,0.024,FALSE,,
TXN_20250712_000262,DART_312,7/12/2025 22:27,7/12/2025,BA_ECOM_001,MASTERCARD,EUR,480.8,6.73,1.68,2.4,469.99,BATCH_20250712_20,COMPLETED,1406,AUTH_799143,REF_9106820,22,5,0.0225,FALSE,,
TXN_20250624_000263,DART_312,6/24/2025 5:35,6/24/2025,BA_ECOM_001,DISCOVER,GBP,284.53,4.55,1.14,1.42,277.42,BATCH_20250624_04,COMPLETED,1197,AUTH_400614,REF_1287605,5,1,0.025,FALSE,,
TXN_20250628_000264,DART_312,6/28/2025 21:53,6/28/2025,BA_KIOSK_001,MASTERCARD,GBP,413.4,5.79,1.45,2.07,404.09,BATCH_20250628_20,COMPLETED,593,AUTH_301255,REF_9832465,21,5,0.0225,FALSE,,
TXN_20250707_000265,DART_312,7/7/2025 9:19,7/7/2025,BA_PARTNER_002,DISCOVER,GBP,8781.341983,10.13,2.53,3.16,617.13,BATCH_20250707_08,COMPLETED,1257,AUTH_355021,REF_4789255,9,0,0.0018,TRUE,high_amount,
TXN_20250705_000266,DART_312,7/5/2025 22:44,7/5/2025,BA_PARTNER_002,VISA,EUR,1798.62,26.98,7.19,8.99,1755.46,BATCH_20250705_20,COMPLETED,164,AUTH_198042,REF_7799441,22,5,0.024,FALSE,,
TXN_20250703_000267,DART_312,7/3/2025 8:01,7/3/2025,BA_KIOSK_001,VISA,EUR,23.89,0.36,0.1,0.12,23.31,BATCH_20250703_08,COMPLETED,1123,AUTH_986392,REF_8279795,8,3,0.0243,FALSE,,
TXN_20250625_000268,DART_312,6/25/2025 10:00,6/25/2025,BA_PARTNER_002,VISA,EUR,1027.77,15.42,4.11,5.14,1003.1,BATCH_20250625_08,COMPLETED,1945,AUTH_825916,REF_8977571,10,2,0.024,FALSE,,
TXN_20250707_000269,DART_312,7/7/2025 18:37,7/7/2025,BA_ECOM_001,AMEX,EUR,517.57,12.94,3.11,2.59,498.93,BATCH_20250707_16,COMPLETED,1841,AUTH_429761,REF_1262699,18,0,0.036,FALSE,,
TXN_20250615_000270,DART_312,6/15/2025 13:59,6/15/2025,BA_ECOM_002,DISCOVER,GBP,991.21,15.86,3.96,4.96,966.43,BATCH_20250615_12,COMPLETED,1260,AUTH_975194,REF_7528964,13,6,0.025,FALSE,,
TXN_20250624_000271,DART_312,6/24/2025 3:15,6/24/2025,BA_KIOSK_001,MASTERCARD,EUR,326.41,4.57,1.14,1.63,319.07,BATCH_20250624_00,COMPLETED,808,AUTH_156304,REF_2638895,3,1,0.0225,FALSE,,
TXN_20250702_000272,DART_312,7/2/2025 12:43,7/2/2025,BA_ECOM_001,AMEX,EUR,3397.04,84.93,20.38,16.99,3274.74,BATCH_20250702_12,COMPLETED,912,AUTH_911131,REF_6475691,12,2,0.036,FALSE,,
TXN_20250715_000273,DART_312,7/15/2025 0:19,7/15/2025,BA_PARTNER_002,DISCOVER,USD,535.33,8.57,2.14,2.68,521.94,BATCH_20250715_00,COMPLETED,868,AUTH_552825,REF_4116163,0,1,0.025,FALSE,,
TXN_20250624_000274,DART_312,6/24/2025 1:54,6/24/2025,BA_KIOSK_001,VISA,EUR,121.8,1.83,0.49,0.61,118.87,BATCH_20250624_00,COMPLETED,250,AUTH_186023,REF_5495824,1,1,0.0241,FALSE,,
TXN_20250711_000275,DART_312,7/11/2025 7:51,7/11/2025,BA_PARTNER_002,MASTERCARD,EUR,617.8,8.65,2.16,3.09,603.9,BATCH_20250711_04,COMPLETED,287,AUTH_105447,REF_6171869,7,4,0.0225,FALSE,,
TXN_20250701_000276,DART_312,7/1/2025 8:48,7/1/2025,BA_MOBILE_001,VISA,GBP,152.1,2.28,0.61,0.76,148.45,BATCH_20250701_08,COMPLETED,1240,AUTH_681687,REF_9597330,8,1,0.024,FALSE,,
TXN_20250702_000277,DART_312,7/2/2025 17:35,7/2/2025,BA_ECOM_001,AMEX,EUR,459.45,11.49,2.76,2.3,442.9,BATCH_20250702_16,COMPLETED,764,AUTH_503951,REF_1207041,17,2,0.036,FALSE,,
TXN_20250706_000278,DART_312,7/6/2025 7:12,7/6/2025,BA_PARTNER_002,VISA,EUR,2046.91,30.7,8.19,10.23,1997.79,BATCH_20250706_04,COMPLETED,597,AUTH_699743,REF_9742683,7,6,0.024,FALSE,,
TXN_20250709_000279,DART_312,7/9/2025 23:12,7/9/2025,BA_ECOM_002,MASTERCARD,USD,903.81,12.65,3.16,4.52,883.48,BATCH_20250709_20,COMPLETED,229,AUTH_275329,REF_8292657,23,2,0.0225,FALSE,,
TXN_20250707_000280,DART_312,7/7/2025 7:17,7/7/2025,BA_KIOSK_001,VISA,USD,107.12,1.61,0.43,0.54,104.54,BATCH_20250707_04,COMPLETED,1380,AUTH_619886,REF_4280754,7,0,0.0241,FALSE,,
TXN_20250701_000281,DART_312,7/1/2025 17:28,7/1/2025,BA_MOBILE_001,VISA,USD,461.98,6.93,1.85,2.31,450.89,BATCH_20250701_16,COMPLETED,1746,AUTH_445549,REF_8385715,17,1,0.024,FALSE,,
TXN_20250705_000282,DART_312,7/5/2025 6:44,7/5/2025,BA_PARTNER_002,MASTERCARD,USD,937.47,13.12,3.28,4.69,916.38,BATCH_20250705_04,COMPLETED,511,AUTH_602278,REF_6271120,6,5,0.0225,FALSE,,
TXN_20250710_000283,DART_312,7/10/2025 8:16,7/10/2025,BA_MOBILE_001,DISCOVER,EUR,758.09,12.13,3.03,3.79,739.14,BATCH_20250710_08,COMPLETED,674,AUTH_956156,REF_7592357,8,3,0.025,FALSE,,
TXN_20250704_000284,DART_312,7/4/2025 16:37,7/4/2025,BA_CALLCENTER_001,MASTERCARD,EUR,2206.31,30.89,7.72,11.03,2156.67,BATCH_20250704_16,COMPLETED,1672,AUTH_676820,REF_1451577,16,4,0.0225,FALSE,,
TXN_20250614_000285,DART_312,6/14/2025 21:07,6/14/2025,BA_PARTNER_001,MASTERCARD,USD,1741.87,24.39,6.1,8.71,1702.67,BATCH_20250614_20,COMPLETED,241,AUTH_958747,REF_7864256,21,5,0.0225,FALSE,,
TXN_20250624_000286,DART_312,6/24/2025 5:28,6/24/2025,BA_PARTNER_001,AMEX,GBP,338.81,8.47,2.03,1.69,326.62,BATCH_20250624_04,COMPLETED,966,AUTH_927406,REF_7324856,5,1,0.036,FALSE,,
TXN_20250713_000287,DART_312,7/13/2025 5:58,7/13/2025,BA_KIOSK_001,DISCOVER,EUR,308.78,4.94,1.24,1.54,301.06,BATCH_20250713_04,COMPLETED,1516,AUTH_538620,REF_1616817,5,6,0.025,FALSE,,
TXN_20250620_000288,DART_312,6/20/2025 8:52,6/20/2025,BA_PARTNER_002,VISA,GBP,1455.87,21.84,5.82,7.28,1420.93,BATCH_20250620_08,COMPLETED,827,AUTH_274418,REF_1743175,8,4,0.024,FALSE,,
TXN_20250626_000289,DART_312,6/26/2025 23:53,6/26/2025,BA_PARTNER_001,DISCOVER,USD,1399.87,22.4,5.6,7,1364.87,BATCH_20250626_20,COMPLETED,121,AUTH_203396,REF_5340909,23,3,0.025,FALSE,,
TXN_20250708_000290,DART_312,7/8/2025 3:49,7/8/2025,BA_CALLCENTER_001,MASTERCARD,USD,1386.29,19.41,4.85,6.93,1355.1,BATCH_20250708_00,COMPLETED,1491,AUTH_717181,REF_9396422,3,1,0.0225,FALSE,,
TXN_20250711_000291,DART_312,7/11/2025 9:35,7/11/2025,BA_KIOSK_001,VISA,USD,265.94,3.99,1.06,1.33,259.56,BATCH_20250711_08,COMPLETED,337,AUTH_971699,REF_3376915,9,4,0.024,FALSE,,
TXN_20250704_000292,DART_312,7/4/2025 11:15,7/4/2025,BA_KIOSK_001,MASTERCARD,EUR,222.78,3.12,0.78,1.11,217.77,BATCH_20250704_08,COMPLETED,997,AUTH_857065,REF_8590804,11,4,0.0225,FALSE,,
TXN_20250705_000293,DART_312,7/5/2025 18:17,7/5/2025,BA_ECOM_001,VISA,GBP,2732.27,40.98,10.93,13.66,2666.7,BATCH_20250705_16,COMPLETED,1486,AUTH_938913,REF_3757404,18,5,0.024,FALSE,,
TXN_20250615_000294,DART_312,6/15/2025 21:22,6/15/2025,BA_CALLCENTER_001,MASTERCARD,EUR,855.28,11.97,2.99,4.28,836.04,BATCH_20250615_20,COMPLETED,1046,AUTH_343118,REF_7795568,21,6,0.0225,FALSE,,
TXN_20250625_000295,DART_312,6/25/2025 15:26,6/25/2025,BA_PARTNER_001,DISCOVER,USD,263.71,4.22,1.05,1.32,257.12,BATCH_20250625_12,COMPLETED,504,AUTH_571413,REF_8206700,15,2,0.025,FALSE,,
TXN_20250703_000296,DART_312,7/3/2025 19:52,7/3/2025,BA_ECOM_002,MASTERCARD,USD,2908.31,40.72,10.18,14.54,2842.87,BATCH_20250703_16,COMPLETED,228,AUTH_705393,REF_2707116,19,3,0.0225,FALSE,,
TXN_20250620_000297,DART_312,6/20/2025 3:26,6/20/2025,BA_MOBILE_001,AMEX,GBP,438.31,10.96,2.63,2.19,422.53,BATCH_20250620_00,COMPLETED,1866,AUTH_613261,REF_9853588,3,4,0.036,FALSE,,
TXN_20250615_000298,DART_312,6/15/2025 0:17,6/15/2025,BA_CALLCENTER_001,DISCOVER,EUR,901.32,14.42,3.61,4.51,878.78,BATCH_20250615_00,COMPLETED,820,AUTH_986589,REF_8681625,0,6,0.025,FALSE,,
TXN_20250626_000299,DART_312,6/26/2025 14:45,6/26/2025,BA_PARTNER_001,AMEX,EUR,1186.04,29.65,7.12,5.93,1143.34,BATCH_20250626_12,COMPLETED,741,AUTH_223586,REF_5002586,14,3,0.036,FALSE,,
TXN_20250706_000300,DART_312,7/6/2025 17:26,7/6/2025,BA_MOBILE_001,MASTERCARD,EUR,517.38,7.24,1.81,2.59,505.74,BATCH_20250706_16,COMPLETED,1277,AUTH_502349,REF_8097413,17,6,0.0225,FALSE,,
TXN_20250710_000301,DART_312,7/10/2025 4:57,7/10/2025,BA_CALLCENTER_001,MASTERCARD,EUR,645.97,9.04,2.26,3.23,631.44,BATCH_20250710_04,COMPLETED,483,AUTH_429861,REF_8566540,4,3,0.0225,FALSE,,
TXN_20250626_000302,DART_312,6/26/2025 18:42,6/26/2025,BA_MOBILE_001,VISA,USD,271.01,4.07,1.08,1.36,264.5,BATCH_20250626_16,COMPLETED,1250,AUTH_629990,REF_9304216,18,3,0.024,FALSE,,
TXN_20250701_000303,DART_312,7/1/2025 23:06,7/1/2025,BA_KIOSK_001,DISCOVER,USD,101.08,1.62,0.4,0.51,98.55,BATCH_20250701_20,COMPLETED,1729,AUTH_898025,REF_4699871,23,1,0.025,FALSE,,
TXN_20250706_000304,DART_312,7/6/2025 19:20,7/6/2025,BA_ECOM_002,AMEX,GBP,2283.62,57.09,13.7,11.42,2201.41,BATCH_20250706_16,COMPLETED,1682,AUTH_903124,REF_9309978,19,6,0.036,FALSE,,
TXN_20250628_000305,DART_312,6/28/2025 4:30,6/28/2025,BA_CALLCENTER_001,VISA,USD,3508.78,52.63,14.04,17.54,3424.57,BATCH_20250628_04,COMPLETED,851,AUTH_668373,REF_1698108,4,5,0.024,FALSE,,
TXN_20250620_000306,DART_312,6/20/2025 21:09,6/20/2025,BA_CALLCENTER_001,MASTERCARD,USD,849.84,11.9,2.97,4.25,830.72,BATCH_20250620_20,COMPLETED,1638,AUTH_359555,REF_5994727,21,4,0.0225,FALSE,,
TXN_20250618_000307,DART_312,6/18/2025 19:09,6/18/2025,BA_MOBILE_001,AMEX,GBP,755.85,18.9,4.54,3.78,728.63,BATCH_20250618_16,COMPLETED,1688,AUTH_951327,REF_4975295,19,2,0.036,FALSE,,
TXN_20250708_000308,DART_312,7/8/2025 21:00,7/8/2025,BA_PARTNER_001,AMEX,EUR,948.48,23.71,5.69,4.74,914.34,BATCH_20250708_20,COMPLETED,1361,AUTH_245998,REF_4466502,21,1,0.036,FALSE,,
TXN_20250619_000309,DART_312,6/19/2025 13:46,6/19/2025,BA_ECOM_001,AMEX,EUR,911.49,22.79,5.47,4.56,878.67,BATCH_20250619_12,COMPLETED,762,AUTH_838253,REF_5909595,13,3,0.036,FALSE,,
TXN_20250706_000310,DART_312,7/6/2025 2:20,7/6/2025,BA_PARTNER_002,VISA,GBP,1973.51,29.6,7.89,9.87,1926.15,BATCH_20250706_00,COMPLETED,1981,AUTH_162165,REF_5652716,2,6,0.024,FALSE,,
TXN_20250618_000311,DART_312,6/18/2025 0:29,6/18/2025,BA_PARTNER_001,MASTERCARD,GBP,319.02,4.47,1.12,1.6,311.83,BATCH_20250618_00,COMPLETED,606,AUTH_898462,REF_7588425,0,2,0.0225,FALSE,,
TXN_20250630_000312,DART_312,6/30/2025 16:01,6/30/2025,BA_PARTNER_001,AMEX,EUR,721.1,18.03,4.33,3.61,695.13,BATCH_20250630_16,COMPLETED,1397,AUTH_933197,REF_2561871,16,0,0.036,FALSE,,
TXN_20250703_000313,DART_312,7/3/2025 3:50,7/3/2025,BA_MOBILE_001,AMEX,USD,909.7,22.74,5.46,4.55,876.95,BATCH_20250703_00,COMPLETED,105,AUTH_911739,REF_2562657,3,3,0.036,FALSE,,
TXN_20250622_000314,DART_312,6/22/2025 5:57,6/22/2025,BA_PARTNER_001,AMEX,GBP,1139.98,28.5,6.84,5.7,1098.94,BATCH_20250622_04,COMPLETED,979,AUTH_964915,REF_4554277,5,6,0.036,FALSE,,
TXN_20250630_000315,DART_312,6/30/2025 12:17,6/30/2025,BA_PARTNER_002,AMEX,USD,567.3,14.18,3.4,2.84,546.88,BATCH_20250630_12,COMPLETED,1845,AUTH_608913,REF_6766993,12,0,0.036,FALSE,,
TXN_20250616_000316,DART_312,6/16/2025 22:49,6/16/2025,BA_ECOM_001,VISA,GBP,2531.24,37.97,10.12,12.66,2470.49,BATCH_20250616_20,COMPLETED,133,AUTH_230272,REF_3650523,22,0,0.024,FALSE,,
TXN_20250701_000317,DART_312,7/1/2025 6:37,7/1/2025,BA_KIOSK_001,MASTERCARD,EUR,514.53,7.2,1.8,2.57,502.96,BATCH_20250701_04,COMPLETED,718,AUTH_266699,REF_5597283,6,1,0.0225,FALSE,,
TXN_20250713_000318,DART_312,7/13/2025 0:14,7/13/2025,BA_MOBILE_001,VISA,USD,865.73,12.99,3.46,4.33,844.95,BATCH_20250713_00,COMPLETED,206,AUTH_515594,REF_6125594,0,6,0.024,FALSE,,
TXN_20250621_000319,DART_312,6/21/2025 21:49,6/21/2025,BA_ECOM_002,DISCOVER,EUR,168.02,2.69,0.67,0.84,163.82,BATCH_20250621_20,COMPLETED,537,AUTH_599968,REF_2307594,21,5,0.025,FALSE,,
TXN_20250711_000320,DART_312,7/11/2025 2:23,7/11/2025,BA_CALLCENTER_001,DISCOVER,GBP,296.9,4.75,1.19,1.48,289.48,BATCH_20250711_00,COMPLETED,346,AUTH_542828,REF_3217531,2,4,0.025,FALSE,,
TXN_20250630_000321,DART_312,6/30/2025 18:23,6/30/2025,BA_KIOSK_001,VISA,EUR,256.08,3.84,1.02,1.28,249.94,BATCH_20250630_16,COMPLETED,852,AUTH_413791,REF_3300647,18,0,0.024,FALSE,,
TXN_20250703_000322,DART_312,7/3/2025 15:56,7/3/2025,BA_PARTNER_001,MASTERCARD,GBP,432.61,6.06,1.51,2.16,422.88,BATCH_20250703_12,COMPLETED,1431,AUTH_272088,REF_8383643,15,3,0.0225,FALSE,,
TXN_20250703_000323,DART_312,7/3/2025 21:24,7/3/2025,BA_PARTNER_001,MASTERCARD,USD,971.67,13.6,3.4,4.86,949.81,BATCH_20250703_20,COMPLETED,544,AUTH_190898,REF_2685524,21,3,0.0225,FALSE,,
TXN_20250711_000324,DART_312,7/11/2025 17:00,7/11/2025,BA_PARTNER_001,DISCOVER,USD,1208.22,19.33,4.83,6.04,1178.02,BATCH_20250711_16,COMPLETED,386,AUTH_359822,REF_5646746,17,4,0.025,FALSE,,
TXN_20250625_000325,DART_312,6/25/2025 18:22,6/25/2025,BA_CALLCENTER_001,AMEX,EUR,556.16,13.9,3.34,2.78,536.14,BATCH_20250625_16,COMPLETED,1893,AUTH_416302,REF_4446807,18,2,0.036,FALSE,,
TXN_20250629_000326,DART_312,6/29/2025 1:05,6/29/2025,BA_ECOM_002,DISCOVER,USD,2470.91,39.53,9.88,12.35,2409.15,BATCH_20250629_00,COMPLETED,1725,AUTH_350967,REF_9302838,1,6,0.025,FALSE,,
TXN_20250703_000327,DART_312,7/3/2025 17:22,7/3/2025,BA_KIOSK_001,VISA,EUR,254.25,3.81,1.02,1.27,248.15,BATCH_20250703_16,COMPLETED,839,AUTH_431845,REF_3214305,17,3,0.024,FALSE,,
TXN_20250703_000328,DART_312,7/3/2025 2:11,7/3/2025,BA_MOBILE_001,MASTERCARD,USD,1320.65,18.49,4.62,6.6,1290.94,BATCH_20250703_00,COMPLETED,134,AUTH_715895,REF_2133008,2,3,0.0225,FALSE,,
TXN_20250715_000329,DART_312,7/15/2025 12:24,7/15/2025,BA_ECOM_001,VISA,USD,1676.31,25.14,6.71,8.38,1636.08,BATCH_20250715_12,COMPLETED,1126,AUTH_904373,REF_7969792,12,1,0.024,FALSE,,
TXN_20250701_000330,DART_312,7/1/2025 22:12,7/1/2025,BA_ECOM_001,MASTERCARD,USD,151.39,2.12,0.53,0.76,147.98,BATCH_20250701_20,COMPLETED,1986,AUTH_313068,REF_3606795,22,1,0.0225,FALSE,,
TXN_20250628_000331,DART_312,6/28/2025 10:12,6/28/2025,BA_CALLCENTER_001,VISA,USD,2974.89,44.62,11.9,14.87,2903.5,BATCH_20250628_08,COMPLETED,1833,AUTH_350229,REF_1971500,10,5,0.024,FALSE,,
TXN_20250708_000332,DART_312,7/8/2025 17:38,7/8/2025,BA_KIOSK_001,VISA,USD,189.44,2.84,0.76,0.95,184.89,BATCH_20250708_16,COMPLETED,1464,AUTH_877722,REF_3946849,17,1,0.024,FALSE,,
TXN_20250712_000333,DART_312,7/12/2025 19:52,7/12/2025,BA_ECOM_002,VISA,GBP,1086.55,16.3,4.35,5.43,1060.47,BATCH_20250712_16,COMPLETED,1159,AUTH_921021,REF_5349442,19,5,0.024,FALSE,,
TXN_20250710_000334,DART_312,7/10/2025 9:29,7/10/2025,BA_PARTNER_001,AMEX,EUR,1815.64,45.39,10.89,9.08,1750.28,BATCH_20250710_08,COMPLETED,160,AUTH_451284,REF_8202871,9,3,0.036,FALSE,,
TXN_20250707_000335,DART_312,7/7/2025 4:33,7/7/2025,BA_MOBILE_001,VISA,USD,482.26,7.23,1.93,2.41,470.69,BATCH_20250707_04,COMPLETED,1123,AUTH_694423,REF_3799805,4,0,0.024,FALSE,,
TXN_20250704_000336,DART_312,7/4/2025 15:21,7/4/2025,BA_PARTNER_002,VISA,EUR,653.21,9.8,2.61,3.27,637.53,BATCH_20250704_12,COMPLETED,1617,AUTH_633541,REF_1043092,15,4,0.024,FALSE,,
TXN_20250714_000337,DART_312,7/14/2025 20:22,7/14/2025,BA_ECOM_001,DISCOVER,USD,556.78,8.91,2.23,2.78,542.86,BATCH_20250714_20,COMPLETED,1856,AUTH_137081,REF_8035849,20,0,0.025,FALSE,,
TXN_20250708_000338,DART_312,7/8/2025 10:22,7/8/2025,BA_KIOSK_001,AMEX,USD,387.38,9.68,2.32,1.94,373.44,BATCH_20250708_08,COMPLETED,344,AUTH_626428,REF_1883692,10,1,0.036,FALSE,,
TXN_20250710_000339,DART_312,7/10/2025 12:46,7/10/2025,BA_CALLCENTER_001,VISA,USD,515.48,7.73,2.06,2.58,503.11,BATCH_20250710_12,COMPLETED,678,AUTH_911102,REF_6212643,12,3,0.024,FALSE,,
TXN_20250705_000340,DART_312,7/5/2025 18:02,7/5/2025,BA_KIOSK_001,VISA,USD,115.39,1.73,0.46,0.58,112.62,BATCH_20250705_16,COMPLETED,722,AUTH_875501,REF_5069884,18,5,0.024,FALSE,,
TXN_20250701_000341,DART_312,7/1/2025 9:00,7/1/2025,BA_KIOSK_001,MASTERCARD,EUR,474.51,6.64,1.66,2.37,463.84,BATCH_20250701_08,COMPLETED,602,AUTH_257880,REF_1107003,9,1,0.0225,FALSE,,
TXN_20250616_000342,DART_312,6/16/2025 7:36,6/16/2025,BA_ECOM_002,AMEX,EUR,3434.66,85.87,20.61,17.17,3311.01,BATCH_20250616_04,COMPLETED,786,AUTH_101533,REF_7312844,7,0,0.036,FALSE,,
TXN_20250617_000343,DART_312,6/17/2025 20:51,6/17/2025,BA_MOBILE_001,VISA,GBP,485.74,7.29,1.94,2.43,474.08,BATCH_20250617_20,COMPLETED,1107,AUTH_162804,REF_3388630,20,1,0.024,FALSE,,
TXN_20250623_000344,DART_312,6/23/2025 12:32,6/23/2025,BA_ECOM_001,MASTERCARD,EUR,1857.77,26.01,6.5,9.29,1815.97,BATCH_20250623_12,COMPLETED,1038,AUTH_884229,REF_2424426,12,0,0.0225,FALSE,,
TXN_20250627_000345,DART_312,6/27/2025 17:05,6/27/2025,BA_ECOM_002,DISCOVER,GBP,608.93,9.74,2.44,3.04,593.71,BATCH_20250627_16,COMPLETED,1456,AUTH_237057,REF_4972370,17,4,0.025,FALSE,,
TXN_20250706_000346,DART_312,7/6/2025 11:43,7/6/2025,BA_MOBILE_001,DISCOVER,EUR,802.98,12.85,3.21,4.01,782.91,BATCH_20250706_08,COMPLETED,1027,AUTH_385166,REF_4919346,11,6,0.025,FALSE,,
TXN_20250713_000347,DART_312,7/13/2025 14:29,7/13/2025,BA_PARTNER_002,VISA,GBP,320.8,4.81,1.28,1.6,313.11,BATCH_20250713_12,COMPLETED,743,AUTH_526259,REF_3025626,14,6,0.024,FALSE,,
TXN_20250628_000348,DART_312,6/28/2025 8:48,6/28/2025,BA_ECOM_002,DISCOVER,USD,1969.94,31.52,7.88,9.85,1920.69,BATCH_20250628_08,COMPLETED,285,AUTH_265271,REF_6103880,8,5,0.025,FALSE,,
TXN_20250618_000349,DART_312,6/18/2025 21:53,6/18/2025,BA_CALLCENTER_001,VISA,GBP,2313.65,34.7,9.25,11.57,2258.13,BATCH_20250618_20,COMPLETED,286,AUTH_845702,REF_5164420,21,2,0.024,FALSE,,
TXN_20250615_000350,DART_312,6/15/2025 9:12,6/15/2025,BA_CALLCENTER_001,VISA,EUR,1619.09,24.29,6.48,8.1,1580.22,BATCH_20250615_08,COMPLETED,456,AUTH_132591,REF_7784575,9,6,0.024,FALSE,,
TXN_20250618_000351,DART_312,6/18/2025 6:02,6/18/2025,BA_PARTNER_001,MASTERCARD,GBP,1095.92,15.34,3.84,5.48,1071.26,BATCH_20250618_04,COMPLETED,386,AUTH_227352,REF_1200603,6,2,0.0225,FALSE,,
TXN_20250714_000352,DART_312,7/14/2025 13:29,7/14/2025,BA_ECOM_002,DISCOVER,USD,3016.85,48.27,12.07,15.08,2941.43,BATCH_20250714_12,COMPLETED,272,AUTH_710610,REF_5342289,13,0,0.025,FALSE,,
TXN_20250616_000353,DART_312,6/16/2025 18:36,6/16/2025,BA_ECOM_001,MASTERCARD,EUR,592.49,8.29,2.07,2.96,579.17,BATCH_20250616_16,COMPLETED,1953,AUTH_988432,REF_6562484,18,0,0.0225,FALSE,,
TXN_20250712_000354,DART_312,7/12/2025 19:08,7/12/2025,BA_ECOM_001,MASTERCARD,EUR,1632.59,22.86,5.71,8.16,1595.86,BATCH_20250712_16,COMPLETED,1116,AUTH_130914,REF_7421134,19,5,0.0225,FALSE,,
TXN_20250624_000355,DART_312,6/24/2025 7:26,6/24/2025,BA_MOBILE_001,MASTERCARD,GBP,342.13,4.79,1.2,1.71,334.43,BATCH_20250624_04,COMPLETED,404,AUTH_136332,REF_5123584,7,1,0.0225,FALSE,,
TXN_20250625_000356,DART_312,6/25/2025 11:06,6/25/2025,BA_KIOSK_001,DISCOVER,GBP,58.27,0.93,0.23,0.29,56.82,BATCH_20250625_08,COMPLETED,958,AUTH_309146,REF_9821696,11,2,0.0249,FALSE,,
