transaction_id,message_type,timestamp,settlement_date,merchant_id,card_scheme,currency,amount,interchange_fee,scheme_fee,acquirer_fee,net_settlement,batch_id,settlement_status,processing_time_ms,auth_code,reference_number,hour_of_day,day_of_week,fee_rate,settlement_accuracy,is_anomaly,anomaly_type
TXN_20250706_003094,DART_312,2025-07-06 19:35:16.945055,2025-07-06,BA_CALLCENTER_001,AMEX,USD,19.36,0.48,0.12,0.1,18.66,BATCH_20250706_16,COMPLETED,1872,AUTH_348053,REF_1244425,19,6,0.03615702479338843,1.0000000000000002,False,
TXN_20250711_003095,DART_312,2025-07-11 03:51:16.945066,2025-07-11,BA_MOBILE_001,VISA,GBP,92.16,1.38,0.37,0.46,89.95,BATCH_20250711_00,COMPLETED,101,AUTH_323193,REF_1770481,3,4,0.023980034722222224,1.0,False,
TXN_20250624_003096,DART_312,2025-06-24 06:55:16.945076,2025-06-24,BA_KIOSK_001,DISCOVER,GBP,190.58,3.05,0.76,0.95,185.82,BATCH_20250624_04,COMPLETED,1312,AUTH_916373,REF_6970859,6,1,0.024976387868611605,0.9999999999999999,False,
TXN_20250625_003097,DART_312,2025-06-25 12:40:16.945087,2025-06-25,BA_MOBILE_001,DISCOVER,USD,52.82,0.85,0.21,0.26,51.5,BATCH_20250625_12,COMPLETED,298,AUTH_685061,REF_5379847,12,2,0.024990533888678532,1.0,False,
TXN_20250621_003098,DART_312,2025-06-21 00:29:16.945098,2025-06-21,BA_PARTNER_002,DISCOVER,EUR,46.74,0.75,0.19,0.23,45.57,BATCH_20250621_00,COMPLETED,1461,AUTH_985701,REF_5935684,0,5,0.025032092426187418,0.9999999999999999,False,
TXN_20250702_003099,DART_312,2025-07-02 04:05:16.945108,2025-07-02,BA_ECOM_001,DISCOVER,EUR,265.03,4.24,1.06,1.33,258.4,BATCH_20250702_04,COMPLETED,1968,AUTH_120453,REF_2984998,4,2,0.02501603592046184,1.0,False,
TXN_20250629_003100,DART_312,2025-06-29 03:31:16.945118,2025-06-29,BA_KIOSK_001,VISA,GBP,23.38,0.35,0.09,0.12,22.82,BATCH_20250629_00,COMPLETED,331,AUTH_761675,REF_4423305,3,6,0.02395209580838323,1.0000000000000002,False,
TXN_20250702_003101,DART_312,2025-07-02 06:45:16.945128,2025-07-02,BA_PARTNER_001,VISA,GBP,152.42,2.29,0.61,0.76,148.76,BATCH_20250702_04,COMPLETED,572,AUTH_384566,REF_5959788,6,2,0.02401259677207716,1.0,False,
TXN_20250706_003102,DART_312,2025-07-06 10:33:16.945138,2025-07-06,BA_CALLCENTER_001,VISA,USD,395.19,5.93,1.58,1.98,385.7,BATCH_20250706_08,COMPLETED,1091,AUTH_387581,REF_6753647,10,6,0.024013765530504314,1.0,False,
TXN_20250615_003103,DART_312,2025-06-15 05:06:16.945148,2025-06-15,BA_KIOSK_001,AMEX,GBP,197.3,4.93,1.18,0.99,190.2,BATCH_20250615_04,COMPLETED,716,AUTH_140495,REF_7338932,5,6,0.03598580841358337,1.0,False,
TXN_20250711_003104,DART_312,2025-07-11 14:34:16.945159,2025-07-11,BA_MOBILE_001,AMEX,EUR,18.47,0.46,0.11,0.09,17.81,BATCH_20250711_12,COMPLETED,1323,AUTH_557376,REF_9014254,14,4,0.035733622089875475,1.0,False,
TXN_20250711_003105,DART_312,2025-07-11 07:42:16.945169,2025-07-11,BA_KIOSK_001,MASTERCARD,GBP,84.24,1.18,0.29,0.42,82.35,BATCH_20250711_04,COMPLETED,1851,AUTH_289582,REF_3095208,7,4,0.022435897435897436,1.0000000000000002,False,
TXN_20250626_003106,DART_312,2025-06-26 18:20:16.945179,2025-06-26,BA_ECOM_002,MASTERCARD,EUR,40.73,0.57,0.14,0.2,39.82,BATCH_20250626_16,COMPLETED,1426,AUTH_791962,REF_5947520,18,3,0.022342253866928553,1.0000000000000002,False,
TXN_20250701_003107,DART_312,2025-07-01 18:25:16.945191,2025-07-01,BA_KIOSK_001,AMEX,USD,108.51,2.71,0.65,0.54,104.61,BATCH_20250701_16,COMPLETED,1944,AUTH_507683,REF_6093126,18,1,0.035941387890517,1.0,False,
TXN_20250628_003108,DART_312,2025-06-28 08:58:16.945201,2025-06-28,BA_PARTNER_002,AMEX,USD,93.76,2.34,0.56,0.47,90.39,BATCH_20250628_08,COMPLETED,1323,AUTH_333661,REF_8332874,8,5,0.03594283276450512,1.0,False,
TXN_20250705_003109,DART_312,2025-07-05 13:35:16.945211,2025-07-05,BA_PARTNER_002,MASTERCARD,EUR,10.0,0.14,0.04,0.05,9.77,BATCH_20250705_12,COMPLETED,561,AUTH_427721,REF_1102452,13,5,0.023000000000000003,1.0,False,
TXN_20250630_003110,DART_312,2025-06-30 16:33:16.945222,2025-06-30,BA_MOBILE_001,AMEX,EUR,13.07,0.33,0.08,0.07,12.59,BATCH_20250630_16,COMPLETED,812,AUTH_328758,REF_2705024,16,0,0.036725325172149964,1.0,False,
TXN_20250709_003111,DART_312,2025-07-09 19:48:16.945235,2025-07-09,BA_PARTNER_002,VISA,GBP,38.87,0.58,0.16,0.19,37.94,BATCH_20250709_16,COMPLETED,1617,AUTH_361238,REF_7616706,19,2,0.023925906869050682,0.9999999999999998,False,
TXN_20250710_003112,DART_312,2025-07-10 21:30:16.945246,2025-07-10,BA_ECOM_001,VISA,EUR,109.85,1.65,0.44,0.55,107.21,BATCH_20250710_20,COMPLETED,1695,AUTH_595243,REF_4973323,21,3,0.024032771961766043,1.0,False,
TXN_20250615_003113,DART_312,2025-06-15 22:32:16.945256,2025-06-15,BA_PARTNER_001,DISCOVER,USD,12.79,0.2,0.05,0.06,12.48,BATCH_20250615_20,COMPLETED,421,AUTH_546272,REF_5541591,22,6,0.024237685691946835,1.0000000000000002,False,
TXN_20250627_003114,DART_312,2025-06-27 22:07:16.945266,2025-06-27,BA_PARTNER_001,MASTERCARD,EUR,87.08,1.22,0.3,0.44,85.12,BATCH_20250627_20,COMPLETED,809,AUTH_682678,REF_6385234,22,4,0.022508038585209004,1.0,False,
TXN_20250622_003115,DART_312,2025-06-22 21:21:16.945276,2025-06-22,BA_CALLCENTER_001,AMEX,GBP,73.83,1.85,0.44,0.37,71.17,BATCH_20250622_20,COMPLETED,470,AUTH_712846,REF_6121645,21,6,0.036028714614655295,1.0,False,
TXN_20250709_003116,DART_312,2025-07-09 20:48:16.945292,2025-07-09,BA_MOBILE_001,MASTERCARD,EUR,28.35,0.4,0.1,0.14,27.71,BATCH_20250709_20,COMPLETED,1859,AUTH_427814,REF_2701262,20,2,0.02257495590828924,1.0,False,
TXN_20250703_003117,DART_312,2025-07-03 15:09:16.945304,2025-07-03,BA_MOBILE_001,DISCOVER,USD,18.09,0.29,0.07,0.09,17.64,BATCH_20250703_12,COMPLETED,1359,AUTH_188115,REF_8526706,15,3,0.02487562189054726,1.0,False,
TXN_20250713_003118,DART_312,2025-07-13 17:20:16.945314,2025-07-13,BA_ECOM_001,VISA,USD,423.57,6.35,1.69,2.12,413.41,BATCH_20250713_16,COMPLETED,731,AUTH_728397,REF_2556022,17,6,0.023986590173997215,1.0000000000000002,False,
TXN_20250707_003119,DART_312,2025-07-07 04:12:16.945324,2025-07-07,BA_MOBILE_001,AMEX,USD,124.5,3.11,0.75,0.62,120.02,BATCH_20250707_04,COMPLETED,571,AUTH_901831,REF_7142499,4,0,0.03598393574297189,1.0,False,
TXN_20250625_003120,DART_312,2025-06-25 12:19:16.945336,2025-06-25,BA_PARTNER_002,MASTERCARD,USD,30.56,0.43,0.11,0.15,29.87,BATCH_20250625_12,COMPLETED,997,AUTH_654617,REF_5962643,12,2,0.022578534031413616,1.0,False,
TXN_20250712_003121,DART_312,2025-07-12 04:34:16.945346,2025-07-12,BA_MOBILE_001,AMEX,EUR,20.29,0.51,0.12,0.1,19.56,BATCH_20250712_04,COMPLETED,1750,AUTH_698816,REF_8708498,4,5,0.03597831444061114,1.0000000000000002,False,
TXN_20250709_003122,DART_312,2025-07-09 10:23:16.945356,2025-07-09,BA_PARTNER_002,MASTERCARD,GBP,98.44,1.38,0.34,0.49,96.23,BATCH_20250709_08,COMPLETED,782,AUTH_342606,REF_9192824,10,2,0.022450223486387647,1.0,False,
TXN_20250629_003123,DART_312,2025-06-29 01:40:16.945366,2025-06-29,BA_ECOM_002,MASTERCARD,GBP,103.75,1.45,0.36,0.52,101.42,BATCH_20250629_00,COMPLETED,1185,AUTH_328351,REF_8067994,1,6,0.022457831325301207,1.0,False,
TXN_20250713_003124,DART_312,2025-07-13 15:57:16.945376,2025-07-13,BA_ECOM_002,MASTERCARD,EUR,129.1,1.81,0.45,0.65,126.19,BATCH_20250713_12,COMPLETED,1167,AUTH_730063,REF_4057141,15,6,0.02254066615027111,1.0000000000000002,False,
TXN_20250702_003125,DART_312,2025-07-02 17:09:16.945386,2025-07-02,BA_KIOSK_001,MASTERCARD,EUR,132.63,1.86,0.46,0.66,129.65,BATCH_20250702_16,COMPLETED,239,AUTH_469755,REF_3920716,17,2,0.022468521450652194,1.0000000000000002,False,
TXN_20250630_003126,DART_312,2025-06-30 01:11:16.945397,2025-06-30,BA_ECOM_002,VISA,USD,21.99,0.33,0.09,0.11,21.46,BATCH_20250630_00,COMPLETED,1794,AUTH_681804,REF_8294648,1,0,0.024101864483856303,1.0,False,
TXN_20250710_003127,DART_312,2025-07-10 07:58:16.945408,2025-07-10,BA_ECOM_001,AMEX,GBP,554.63,13.87,3.33,2.77,534.66,BATCH_20250710_04,COMPLETED,350,AUTH_566794,REF_6129290,7,3,0.0360059859726304,1.0,False,
TXN_20250702_003128,DART_312,2025-07-02 07:48:16.945418,2025-07-02,BA_PARTNER_001,MASTERCARD,USD,59.57,0.83,0.21,0.3,58.23,BATCH_20250702_04,COMPLETED,1592,AUTH_337425,REF_9097203,7,2,0.022494544233674668,0.9999999999999999,False,
TXN_20250620_003129,DART_312,2025-06-20 02:38:16.945428,2025-06-20,BA_ECOM_001,VISA,USD,98.35,1.48,0.39,0.49,95.99,BATCH_20250620_00,COMPLETED,970,AUTH_818860,REF_9025652,2,4,0.02399593289273005,1.0,False,
TXN_20250709_003130,DART_312,2025-07-09 09:24:16.945439,2025-07-09,BA_PARTNER_002,DISCOVER,USD,49.05,0.78,0.2,0.25,47.82,BATCH_20250709_08,COMPLETED,279,AUTH_870934,REF_9039487,9,2,0.025076452599388382,1.0000000000000002,False,
TXN_20250630_003131,DART_312,2025-06-30 19:17:16.945450,2025-06-30,BA_ECOM_002,DISCOVER,EUR,142.94,2.29,0.57,0.71,139.37,BATCH_20250630_16,COMPLETED,233,AUTH_425469,REF_4766214,19,0,0.024975514201762975,1.0,False,
TXN_20250709_003132,DART_312,2025-07-09 06:33:16.945460,2025-07-09,BA_CALLCENTER_001,AMEX,USD,10.0,0.25,0.06,0.05,9.64,BATCH_20250709_04,COMPLETED,1388,AUTH_932429,REF_8214397,6,2,0.036,1.0000000000000002,False,
TXN_20250707_003133,DART_312,2025-07-07 08:38:16.945492,2025-07-07,BA_CALLCENTER_001,VISA,EUR,328.3,4.92,1.31,1.64,320.43,BATCH_20250707_08,COMPLETED,175,AUTH_217614,REF_1809068,8,0,0.023971976850441667,1.0,False,
TXN_20250627_003134,DART_312,2025-06-27 23:06:16.945503,2025-06-27,BA_MOBILE_001,DISCOVER,GBP,34.23,0.55,0.14,0.17,33.37,BATCH_20250627_20,COMPLETED,1282,AUTH_117785,REF_9913595,23,4,0.02512416009348525,1.0,False,
TXN_20250617_003135,DART_312,2025-06-17 10:48:16.945513,2025-06-17,BA_PARTNER_001,AMEX,GBP,92.91,2.32,0.56,0.46,89.57,BATCH_20250617_08,COMPLETED,294,AUTH_838482,REF_2425801,10,1,0.03594876762458293,0.9999999999999999,False,
TXN_20250627_003136,DART_312,2025-06-27 23:15:16.945524,2025-06-27,BA_PARTNER_001,AMEX,USD,171.03,4.28,1.03,0.86,164.86,BATCH_20250627_20,COMPLETED,448,AUTH_782152,REF_5946075,23,4,0.03607554230252003,1.0000000000000002,False,
TXN_20250703_003137,DART_312,2025-07-03 09:54:16.945535,2025-07-03,BA_CALLCENTER_001,AMEX,EUR,16.03,0.4,0.1,0.08,15.45,BATCH_20250703_08,COMPLETED,1638,AUTH_980145,REF_8680964,9,3,0.036182158452900806,0.9999999999999999,False,
TXN_20250627_003138,DART_312,2025-06-27 07:13:16.945545,2025-06-27,BA_ECOM_002,AMEX,USD,238.29,5.96,1.43,1.19,229.71,BATCH_20250627_04,COMPLETED,772,AUTH_765960,REF_6847354,7,4,0.03600654664484452,1.0000000000000002,False,
TXN_20250621_003139,DART_312,2025-06-21 02:33:16.945556,2025-06-21,BA_CALLCENTER_001,VISA,EUR,39.6,0.59,0.16,0.2,38.65,BATCH_20250621_00,COMPLETED,205,AUTH_287852,REF_3406846,2,5,0.023989898989898988,1.0,False,
TXN_20250713_003140,DART_312,2025-07-13 03:54:16.945566,2025-07-13,BA_CALLCENTER_001,DISCOVER,EUR,150.83,2.41,0.6,0.75,147.07,BATCH_20250713_00,COMPLETED,1203,AUTH_738795,REF_2241156,3,6,0.02492872770668965,0.9999999999999998,False,
TXN_20250619_003141,DART_312,2025-06-19 14:22:16.945577,2025-06-19,BA_CALLCENTER_001,MASTERCARD,EUR,10.0,0.14,0.04,0.05,9.77,BATCH_20250619_12,COMPLETED,1346,AUTH_573802,REF_2374880,14,3,0.023000000000000003,1.0,False,
TXN_20250701_003142,DART_312,2025-07-01 17:42:16.945587,2025-07-01,BA_MOBILE_001,AMEX,USD,30.59,0.76,0.18,0.15,29.5,BATCH_20250701_16,COMPLETED,1995,AUTH_444699,REF_2658956,17,1,0.03563255966001961,1.0,False,
TXN_20250620_003143,DART_312,2025-06-20 09:51:16.945597,2025-06-20,BA_ECOM_002,DISCOVER,USD,81.22,1.3,0.32,0.41,79.19,BATCH_20250620_08,COMPLETED,1657,AUTH_267642,REF_9775696,9,4,0.024993843880817535,0.9999999999999998,False,
TXN_20250703_003144,DART_312,2025-07-03 02:35:16.945607,2025-07-03,BA_ECOM_001,MASTERCARD,EUR,228.67,3.2,0.8,1.14,223.53,BATCH_20250703_00,COMPLETED,545,AUTH_769196,REF_1498030,2,3,0.022477806445970173,1.0,False,
TXN_20250709_003145,DART_312,2025-07-09 02:09:16.945619,2025-07-09,BA_MOBILE_001,DISCOVER,EUR,48.23,0.77,0.19,0.24,47.03,BATCH_20250709_00,COMPLETED,333,AUTH_913024,REF_2374322,2,2,0.024880779597760732,1.0000000000000002,False,
TXN_20250627_003146,DART_312,2025-06-27 11:02:16.945629,2025-06-27,BA_KIOSK_001,VISA,USD,23.36,0.35,0.09,0.12,22.8,BATCH_20250627_08,COMPLETED,1976,AUTH_452908,REF_1190530,11,4,0.023972602739726026,1.0000000000000002,False,
TXN_20250617_003147,DART_312,2025-06-17 17:54:16.945641,2025-06-17,BA_PARTNER_002,MASTERCARD,GBP,23.23,0.33,0.08,0.12,22.7,BATCH_20250617_16,COMPLETED,1011,AUTH_590744,REF_1788429,17,1,0.022815325010761948,0.9999999999999999,False,
TXN_20250704_003148,DART_312,2025-07-04 08:32:16.945652,2025-07-04,BA_CALLCENTER_001,DISCOVER,USD,47.81,0.76,0.19,0.24,46.62,BATCH_20250704_08,COMPLETED,1298,AUTH_317816,REF_4707951,8,4,0.02489019033674963,0.9999999999999999,False,
TXN_20250619_003149,DART_312,2025-06-19 07:36:16.945663,2025-06-19,BA_PARTNER_001,AMEX,EUR,18.62,0.47,0.11,0.09,17.95,BATCH_20250619_04,COMPLETED,1133,AUTH_664617,REF_1346743,7,3,0.035982814178302895,0.9999999999999998,False,
TXN_20250620_003150,DART_312,2025-06-20 19:12:16.945673,2025-06-20,BA_PARTNER_001,VISA,EUR,149.96,2.25,0.6,0.75,146.36,BATCH_20250620_16,COMPLETED,752,AUTH_304638,REF_3122930,19,4,0.0240064017071219,1.0,False,
TXN_20250624_003151,DART_312,2025-06-24 06:40:16.945683,2025-06-24,BA_PARTNER_001,VISA,GBP,35.06,0.53,0.14,0.18,34.21,BATCH_20250624_04,COMPLETED,1278,AUTH_352844,REF_2339161,6,1,0.024244152880775815,1.0,False,
TXN_20250715_003152,DART_312,2025-07-15 10:47:16.945694,2025-07-15,BA_CALLCENTER_001,MASTERCARD,EUR,10.0,0.14,0.04,0.05,9.77,BATCH_20250715_08,COMPLETED,1071,AUTH_422304,REF_3254876,10,1,0.023000000000000003,1.0,False,
TXN_20250625_003153,DART_312,2025-06-25 08:19:16.945704,2025-06-25,BA_ECOM_001,MASTERCARD,EUR,102.02,1.43,0.36,0.51,99.72,BATCH_20250625_08,COMPLETED,973,AUTH_144315,REF_1991043,8,2,0.022544599098216034,1.0000000000000002,False,
TXN_20250623_003154,DART_312,2025-06-23 02:21:16.945714,2025-06-23,BA_PARTNER_002,VISA,EUR,15.7,0.24,0.06,0.08,15.32,BATCH_20250623_00,COMPLETED,1568,AUTH_228992,REF_1716663,2,0,0.024203821656050957,1.0000000000000002,False,
TXN_20250706_003155,DART_312,2025-07-06 08:38:16.945724,2025-07-06,BA_ECOM_002,AMEX,GBP,29.04,0.73,0.17,0.15,27.99,BATCH_20250706_08,COMPLETED,1563,AUTH_583433,REF_4465905,8,6,0.036157024793388434,1.0,False,
TXN_20250703_003156,DART_312,2025-07-03 15:44:16.945734,2025-07-03,BA_MOBILE_001,DISCOVER,GBP,12.31,0.2,0.05,0.06,12.0,BATCH_20250703_12,COMPLETED,876,AUTH_894323,REF_7745396,15,3,0.025182778229082044,1.0,False,
TXN_20250711_003157,DART_312,2025-07-11 04:36:16.945746,2025-07-11,BA_ECOM_002,AMEX,EUR,165.57,4.14,0.99,0.83,159.61,BATCH_20250711_04,COMPLETED,1575,AUTH_728709,REF_7726711,4,4,0.03599685933442049,1.0000000000000002,False,
TXN_20250627_003158,DART_312,2025-06-27 11:28:16.945763,2025-06-27,BA_MOBILE_001,MASTERCARD,EUR,95.86,0.5018425613048899,0.34,0.48,93.7,BATCH_20250627_08,COMPLETED,223,AUTH_838527,REF_1119359,11,4,0.013789302746764969,1.0000000000000002,True,fee_error
TXN_20250625_003159,DART_312,2025-06-25 08:07:16.945774,2025-06-25,BA_MOBILE_001,DISCOVER,GBP,42.54,0.68,0.17,0.21,41.48,BATCH_20250625_08,COMPLETED,851,AUTH_763611,REF_5897248,8,2,0.024917724494593327,1.0,False,
TXN_20250630_003160,DART_312,2025-06-30 21:26:16.945784,2025-06-30,BA_ECOM_001,AMEX,USD,80.92,2.02,0.49,0.4,78.01,BATCH_20250630_20,COMPLETED,1780,AUTH_493817,REF_5016612,21,0,0.03596144340088976,1.0,False,
TXN_20250627_003161,DART_312,2025-06-27 03:05:16.945794,2025-06-27,BA_ECOM_002,AMEX,USD,234.14,5.85,1.4,1.17,225.72,BATCH_20250627_00,COMPLETED,1717,AUTH_221309,REF_2698894,3,4,0.03596139062099599,1.0,False,
TXN_20250703_003162,DART_312,2025-07-03 09:26:16.945804,2025-07-03,BA_KIOSK_001,VISA,EUR,31.47,0.47,0.13,0.16,30.71,BATCH_20250703_08,COMPLETED,374,AUTH_979041,REF_9523800,9,3,0.024149984111852558,1.0,False,
TXN_20250616_003163,DART_312,2025-06-16 11:11:16.945814,2025-06-16,BA_KIOSK_001,MASTERCARD,USD,23.72,0.13694215197117618,0.08,0.12,23.19,BATCH_20250616_08,COMPLETED,157,AUTH_996805,REF_3657644,11,0,0.014204981111769653,1.0,True,fee_error
TXN_20250627_003164,DART_312,2025-06-27 23:15:16.945824,2025-06-27,BA_PARTNER_002,DISCOVER,USD,13.66,0.22,0.05,0.07,13.32,BATCH_20250627_20,COMPLETED,109,AUTH_459782,REF_5183801,23,4,0.024890190336749635,1.0000000000000002,False,
TXN_20250706_003165,DART_312,2025-07-06 13:08:16.945834,2025-07-06,BA_ECOM_001,DISCOVER,USD,25.74,0.41,0.1,0.13,25.1,BATCH_20250706_12,COMPLETED,625,AUTH_172024,REF_7915713,13,6,0.024864024864024867,1.0000000000000002,False,
TXN_20250713_003166,DART_312,2025-07-13 16:44:16.945845,2025-07-13,BA_ECOM_001,DISCOVER,USD,100.49,1.61,0.4,0.5,97.98,BATCH_20250713_16,COMPLETED,1399,AUTH_314683,REF_6616376,16,6,0.0249776097124092,1.0000000000000002,False,
TXN_20250627_003167,DART_312,2025-06-27 21:43:16.945857,2025-06-27,BA_MOBILE_001,DISCOVER,USD,37.58,0.6,0.15,0.19,36.64,BATCH_20250627_20,COMPLETED,187,AUTH_491438,REF_3087752,21,4,0.025013304949441192,1.0,False,
TXN_20250714_003168,DART_312,2025-07-14 11:59:16.945867,2025-07-14,BA_CALLCENTER_001,VISA,GBP,48.62,0.73,0.19,0.24,47.46,BATCH_20250714_08,COMPLETED,1104,AUTH_324388,REF_1138790,11,0,0.02385849444672974,1.0,False,
TXN_20250707_003169,DART_312,2025-07-07 14:10:16.945878,2025-07-07,BA_KIOSK_001,MASTERCARD,USD,33.14,0.46,0.12,0.17,32.39,BATCH_20250707_12,COMPLETED,375,AUTH_998855,REF_9541450,14,0,0.02263126131563066,1.0,False,
TXN_20250618_003170,DART_312,2025-06-18 15:25:16.945888,2025-06-18,BA_PARTNER_001,AMEX,EUR,17.55,0.44,0.11,0.09,16.91,BATCH_20250618_12,COMPLETED,654,AUTH_575306,REF_2947150,15,2,0.036467236467236465,1.0,False,
TXN_20250629_003171,DART_312,2025-06-29 00:27:16.945899,2025-06-29,BA_CALLCENTER_001,AMEX,GBP,113.28,2.83,0.68,0.57,109.2,BATCH_20250629_00,COMPLETED,1997,AUTH_122657,REF_7908210,0,6,0.036016949152542374,1.0,False,
TXN_20250627_003172,DART_312,2025-06-27 17:15:16.945910,2025-06-27,BA_KIOSK_001,DISCOVER,USD,11.24,0.18,0.04,0.06,10.96,BATCH_20250627_16,COMPLETED,1523,AUTH_892903,REF_1060293,17,4,0.024911032028469754,1.0,False,
TXN_20250627_003173,DART_312,2025-06-27 13:30:16.945920,2025-06-27,BA_CALLCENTER_001,AMEX,EUR,138.55,3.46,0.83,0.69,133.57,BATCH_20250627_12,COMPLETED,1142,AUTH_576414,REF_5523513,13,4,0.035943702634428004,1.0,False,
TXN_20250618_003174,DART_312,2025-06-18 07:53:16.945930,2025-06-18,BA_MOBILE_001,VISA,EUR,14.85,0.22,0.06,0.07,14.5,BATCH_20250618_04,COMPLETED,585,AUTH_971532,REF_6513853,7,2,0.023569023569023573,1.0000000000000002,False,
TXN_20250627_003175,DART_312,2025-06-27 18:44:16.945940,2025-06-27,BA_KIOSK_001,MASTERCARD,USD,22.13,0.31,0.08,0.11,21.63,BATCH_20250627_16,COMPLETED,352,AUTH_575542,REF_5460760,18,4,0.022593764121102578,0.9999999999999999,False,
TXN_20250617_003176,DART_312,2025-06-17 12:40:16.945950,2025-06-17,BA_PARTNER_001,DISCOVER,EUR,10.0,0.16,0.04,0.05,9.75,BATCH_20250617_12,COMPLETED,1246,AUTH_225638,REF_2772652,12,1,0.025,1.0,False,
TXN_20250621_003177,DART_312,2025-06-21 05:48:16.945961,2025-06-21,BA_PARTNER_002,AMEX,EUR,29.91,0.75,0.18,0.15,28.83,BATCH_20250621_04,COMPLETED,1668,AUTH_969269,REF_1589128,5,5,0.03610832497492477,0.9999999999999999,False,
TXN_20250709_003178,DART_312,2025-07-09 09:28:16.945971,2025-07-09,BA_CALLCENTER_001,VISA,EUR,175.98,2.64,0.7,0.88,171.76,BATCH_20250709_08,COMPLETED,1110,AUTH_315531,REF_8883501,9,2,0.023979997727014434,0.9999999999999999,False,
TXN_20250630_003179,DART_312,2025-06-30 21:54:16.945982,2025-06-30,BA_MOBILE_001,MASTERCARD,EUR,50.02,0.7,0.18,0.25,48.89,BATCH_20250630_20,COMPLETED,579,AUTH_324866,REF_7789789,21,0,0.022590963614554174,1.0,False,
TXN_20250706_003180,DART_312,2025-07-06 03:13:16.945992,2025-07-06,BA_ECOM_001,AMEX,GBP,394.82,9.87,2.37,1.97,380.61,BATCH_20250706_00,COMPLETED,576,AUTH_852311,REF_1141410,3,6,0.03599108454485588,1.0000000000000002,False,
TXN_20250626_003181,DART_312,2025-06-26 18:02:16.946002,2025-06-26,BA_ECOM_001,AMEX,GBP,250.17,6.25,1.5,1.25,241.17,BATCH_20250626_16,COMPLETED,1149,AUTH_966023,REF_8031853,18,3,0.035975536635088144,1.0,False,
TXN_20250715_003182,DART_312,2025-07-15 13:07:16.946012,2025-07-15,BA_ECOM_002,DISCOVER,GBP,49.22,0.79,0.2,0.25,47.98,BATCH_20250715_12,COMPLETED,814,AUTH_377356,REF_3799425,13,1,0.02519301097114994,1.0,False,
TXN_20250714_003183,DART_312,2025-07-14 10:37:16.946022,2025-07-14,BA_PARTNER_001,MASTERCARD,GBP,36.71,0.51,0.13,0.18,35.89,BATCH_20250714_08,COMPLETED,1931,AUTH_189121,REF_1584689,10,0,0.022337237809861073,1.0,False,
TXN_20250621_003184,DART_312,2025-06-21 22:19:16.946035,2025-06-21,BA_KIOSK_001,DISCOVER,GBP,21.41,0.34,0.09,0.11,20.87,BATCH_20250621_20,COMPLETED,114,AUTH_381575,REF_5689206,22,5,0.025221858944418498,1.0,False,
TXN_20250713_003185,DART_312,2025-07-13 18:38:16.946046,2025-07-13,BA_PARTNER_001,DISCOVER,EUR,269.53,4.31,1.08,1.35,262.79,BATCH_20250713_16,COMPLETED,1311,AUTH_979614,REF_5565271,18,6,0.025006492783734652,1.0000000000000002,False,
TXN_20250712_003186,DART_312,2025-07-12 00:28:16.946057,2025-07-12,BA_ECOM_002,AMEX,USD,44.84,1.12,0.27,0.22,43.23,BATCH_20250712_00,COMPLETED,1699,AUTH_351865,REF_2263045,0,5,0.03590544157002676,0.9999999999999999,False,
TXN_20250713_003187,DART_312,2025-07-13 23:11:16.946069,2025-07-13,BA_PARTNER_001,AMEX,GBP,159.56,3.99,0.96,0.8,153.81,BATCH_20250713_20,COMPLETED,1399,AUTH_251459,REF_3419247,23,6,0.03603660065179243,1.0000000000000002,False,
TXN_20250621_003188,DART_312,2025-06-21 10:07:16.946079,2025-06-21,BA_KIOSK_001,VISA,EUR,159.42,2.39,0.64,0.8,155.59,BATCH_20250621_08,COMPLETED,1595,AUTH_871100,REF_8963631,10,5,0.024024589135616614,1.0,False,
TXN_20250710_003189,DART_312,2025-07-10 19:17:16.946090,2025-07-10,BA_MOBILE_001,DISCOVER,GBP,143.12,2.29,0.57,0.72,139.54,BATCH_20250710_16,COMPLETED,475,AUTH_286076,REF_7261161,19,3,0.025013974287311346,0.9999999999999998,False,
TXN_20250713_003190,DART_312,2025-07-13 02:48:16.946100,2025-07-13,BA_MOBILE_001,MASTERCARD,GBP,23.86,0.33,0.08,0.12,23.33,BATCH_20250713_00,COMPLETED,693,AUTH_114668,REF_5446209,2,6,0.022212908633696564,0.9999999999999999,False,
TXN_20250618_003191,DART_312,2025-06-18 20:00:16.946110,2025-06-18,BA_PARTNER_001,MASTERCARD,GBP,128.35,1.8,0.45,0.64,125.46,BATCH_20250618_20,COMPLETED,958,AUTH_204520,REF_2809964,20,2,0.02251655629139073,1.0,False,
TXN_20250627_003192,DART_312,2025-06-27 23:38:16.946121,2025-06-27,BA_ECOM_001,MASTERCARD,USD,1453.39,20.35,5.09,7.27,1420.68,BATCH_20250627_20,COMPLETED,883,AUTH_651383,REF_8241401,23,4,0.022506003206297,0.9999999999999999,False,
TXN_20250711_003193,DART_312,2025-07-11 20:17:16.946131,2025-07-11,BA_ECOM_002,VISA,USD,80.03,1.2,0.32,0.4,78.11,BATCH_20250711_20,COMPLETED,124,AUTH_256562,REF_7700086,20,4,0.02399100337373485,1.0,False,
