is_anomaly,data_file_date,total_transaction_value_rejected,anomaly_reason,total_accepted,total_rejected,rejection_reason_code,transaction_datetime,total_submitted,total_pending,settlement_date,record_type,total_transaction_value_accepted,mcc,record_count,total_transaction_value_pending,merchant_id,transaction_currency,anomaly_type,transaction_amount,party_id,total_settlement_value_accepted
False,20250720,,,,,,20250710 213937,,,20250712,01,,4111,,,AL000,EUR,,131.77,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250619 213937,,,20250626,02,,4111,,,AL005,USD,pending_transaction,110.49,AL001,
False,20250720,,,,,,20250621 213937,,,20250625,01,,4511,,,AL008,GBP,,154.56,AL001,
False,20250720,,,,,,20250622 213937,,,20250702,01,,4111,,,AL003,EUR,,82.34,AL001,
False,20250720,,,,,,20250714 213937,,,20250718,01,,4789,,,AL003,USD,,160.35,AL001,
False,20250720,,,,,,20250513 213937,,,20250521,01,,4511,,,AL007,USD,,146.91,AL001,
False,20250720,,,,,,20250504 213937,,,20250507,01,,4111,,,AL007,EUR,,173.33,AL001,
False,20250720,,,,,,20250704 213937,,,20250710,01,,4511,,,AL008,USD,,104.92,AL001,
False,20250720,,,,,,20250526 213937,,,20250604,01,,4789,,,AL008,EUR,,205.02,AL001,
False,20250720,,,,,,20250421 213937,,,20250430,01,,4111,,,AL005,GBP,,139.73,AL001,
False,20250720,,,,,,20250513 213937,,,20250519,01,,4511,,,AL005,GBP,,207.72,AL001,
False,20250720,,,,,,20250523 213937,,,20250528,01,,4111,,,AL008,EUR,,140.09,AL001,
False,20250720,,,,,,20250704 213937,,,20250705,01,,4789,,,AL008,EUR,,173.31,AL001,
False,20250720,,,,,,20250521 213937,,,20250524,01,,4511,,,AL006,USD,,98.73,AL001,
False,20250720,,,,,,20250423 213937,,,20250430,01,,4511,,,AL003,GBP,,146.72,AL001,
False,20250720,,,,,,20250525 213937,,,20250528,01,,4511,,,AL008,EUR,,203.04,AL001,
False,20250720,,,,,,20250422 213937,,,20250428,01,,4511,,,AL002,GBP,,190.73,AL001,
False,20250720,,,,,,20250516 213937,,,20250523,01,,4511,,,AL009,USD,,126.36,AL001,
False,20250720,,,,,,20250607 213937,,,20250610,01,,4111,,,AL006,GBP,,179.36,AL001,
False,20250720,,,,,,20250625 213937,,,20250702,01,,4789,,,AL008,USD,,202.9,AL001,
False,20250720,,,,,,20250516 213937,,,20250517,01,,4111,,,AL003,GBP,,150.28,AL001,
False,20250720,,,,,,20250425 213937,,,20250505,01,,4511,,,AL003,EUR,,52.1,AL001,
False,20250720,,,,,,20250718 213937,,,20250726,01,,4789,,,AL001,EUR,,63.69,AL001,
False,20250720,,,,,,20250607 213937,,,20250608,01,,4511,,,AL004,USD,,159.61,AL001,
False,20250720,,,,,,20250627 213937,,,20250707,01,,4111,,,AL004,USD,,152.62,AL001,
False,20250720,,,,,,20250426 213937,,,20250430,01,,4789,,,AL009,GBP,,161.14,AL001,
True,20250720,,Rejected transaction: 1300827893 - see DART spec for reason.,,,1300827893,20250707 213937,,,20250712,03,,4511,,,AL006,USD,rejected_transaction,162.68,AL001,
False,20250720,,,,,,20250519 213937,,,20250525,01,,4789,,,AL004,GBP,,111.99,AL001,
False,20250720,,,,,,20250625 213937,,,20250628,01,,4111,,,AL002,EUR,,156.3,AL001,
False,20250720,,,,,,20250625 213937,,,20250626,01,,4789,,,AL005,EUR,,188.37,AL001,
False,20250720,,,,,,20250503 213937,,,20250507,01,,4511,,,AL008,USD,,171.96,AL001,
False,20250720,,,,,,20250627 213937,,,20250629,01,,4111,,,AL009,USD,,205.51,AL001,
False,20250720,,,,,,20250602 213937,,,20250604,01,,4789,,,AL002,EUR,,67.74,AL001,
False,20250720,,,,,,20250609 213937,,,20250614,01,,4111,,,AL004,USD,,176.78,AL001,
False,20250720,,,,,,20250427 213937,,,20250506,01,,4789,,,AL002,USD,,185.19,AL001,
False,20250720,,,,,,20250515 213937,,,20250520,01,,4789,,,AL009,EUR,,215.26,AL001,
False,20250720,,,,,,20250422 213937,,,20250427,01,,4789,,,AL006,GBP,,185.94,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250508 213937,,,20250518,01,,4511,,,AL009,GBP,timing_mismatch,111.44,AL001,
False,20250720,,,,,,20250610 213937,,,20250611,01,,4111,,,AL004,USD,,173.5,AL001,
False,20250720,,,,,,20250627 213937,,,20250705,01,,4511,,,AL005,GBP,,142.77,AL001,
False,20250720,,,,,,20250624 213937,,,20250628,01,,4511,,,AL003,USD,,208.47,AL001,
False,20250720,,,,,,20250605 213937,,,20250613,01,,4789,,,AL004,USD,,129.23,AL001,
False,20250720,,,,,,20250610 213937,,,20250616,01,,4111,,,AL007,USD,,239.96,AL001,
True,20250720,,Transaction amount is much higher than channel average.,,,,20250421 213937,,,20250501,01,,4789,,,AL004,GBP,outlier_amount,1704.72,AL001,
False,20250720,,,,,,20250430 213937,,,20250507,01,,4111,,,AL001,USD,,138.04,AL001,
False,20250720,,,,,,20250527 213937,,,20250606,01,,4111,,,AL009,USD,,92.44,AL001,
False,20250720,,,,,,20250719 213937,,,20250724,01,,4511,,,AL002,EUR,,217.27,AL001,
True,20250720,,Transaction amount is much higher than channel average.,,,,20250628 213937,,,20250630,01,,4111,,,AL000,USD,outlier_amount,1538.96,AL001,
False,20250720,,,,,,20250610 213937,,,20250616,01,,4511,,,AL004,USD,,83.29,AL001,
False,20250720,,,,,,20250703 213937,,,20250713,01,,4111,,,AL007,EUR,,158.58,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250422 213937,,,20250423,02,,4111,,,AL001,USD,pending_transaction,184.41,AL001,
False,20250720,,,,,,20250426 213937,,,20250430,01,,4511,,,AL006,USD,,151.11,AL001,
False,20250720,,,,,,20250626 213937,,,20250706,01,,4789,,,AL000,GBP,,41.7,AL001,
False,20250720,,,,,,20250614 213937,,,20250621,01,,4111,,,AL009,USD,,165.43,AL001,
False,20250720,,,,,,20250601 213937,,,20250610,01,,4789,,,AL005,GBP,,149.64,AL001,
False,20250720,,,,,,20250706 213937,,,20250710,01,,4111,,,AL002,GBP,,92.47,AL001,
False,20250720,,,,,,20250712 213937,,,20250721,01,,4789,,,AL007,USD,,116.18,AL001,
False,20250720,,,,,,20250503 213937,,,20250506,01,,4789,,,AL009,EUR,,164.8,AL001,
False,20250720,,,,,,20250716 213937,,,20250720,01,,4511,,,AL005,EUR,,47.12,AL001,
False,20250720,,,,,,20250501 213937,,,20250507,01,,4789,,,AL003,GBP,,128.29,AL001,
False,20250720,,,,,,20250625 213937,,,20250702,01,,4111,,,AL003,EUR,,113.36,AL001,
False,20250720,,,,,,20250704 213937,,,20250708,01,,4511,,,AL003,USD,,138.55,AL001,
False,20250720,,,,,,20250617 213937,,,20250622,01,,4111,,,AL002,GBP,,126.66,AL001,
False,20250720,,,,,,20250606 213937,,,20250608,01,,4511,,,AL002,EUR,,136.77,AL001,
False,20250720,,,,,,20250509 213937,,,20250515,01,,4511,,,AL004,GBP,,113.28,AL001,
False,20250720,,,,,,20250621 213937,,,20250629,01,,4511,,,AL009,GBP,,135.51,AL001,
False,20250720,,,,,,20250614 213937,,,20250615,01,,4111,,,AL007,GBP,,177.27,AL001,
False,20250720,,,,,,20250627 213937,,,20250704,01,,4511,,,AL005,GBP,,115.42,AL001,
False,20250720,,,,,,20250529 213937,,,20250601,01,,4789,,,AL006,USD,,143.58,AL001,
False,20250720,,,,,,20250710 213937,,,20250719,01,,4111,,,AL004,GBP,,145.3,AL001,
False,20250720,,,,,,20250519 213937,,,20250520,01,,4511,,,AL003,USD,,161.97,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250624 213937,,,20250630,01,,4789,,,AL001,GBP,timing_mismatch,122.69,AL001,
False,20250720,,,,,,20250606 213937,,,20250610,01,,4111,,,AL002,EUR,,19.66,AL001,
False,20250720,,,,,,20250627 213937,,,20250629,01,,4789,,,AL009,EUR,,181.88,AL001,
False,20250720,,,,,,20250612 213937,,,20250619,01,,4511,,,AL001,EUR,,215.52,AL001,
False,20250720,,,,,,20250718 213937,,,20250722,01,,4111,,,AL003,GBP,,115.83,AL001,
False,20250720,,,,,,20250501 213937,,,20250507,01,,4111,,,AL002,GBP,,176.14,AL001,
False,20250720,,,,,,20250616 213937,,,20250617,01,,4111,,,AL004,GBP,,168.97,AL001,
False,20250720,,,,,,20250426 213937,,,20250506,01,,4789,,,AL009,GBP,,246.04,AL001,
False,20250720,,,,,,20250611 213937,,,20250621,01,,4111,,,AL005,EUR,,132.1,AL001,
False,20250720,,,,,,20250502 213937,,,20250505,01,,4111,,,AL008,EUR,,163.84,AL001,
False,20250720,,,,,,20250711 213937,,,20250719,01,,4111,,,AL009,USD,,143.35,AL001,
False,20250720,,,,,,20250624 213937,,,20250629,01,,4111,,,AL003,GBP,,166.34,AL001,
False,20250720,,,,,,20250513 213937,,,20250515,01,,4789,,,AL001,USD,,168.82,AL001,
False,20250720,,,,,,20250706 213937,,,20250707,01,,4789,,,AL006,USD,,163.43,AL001,
False,20250720,,,,,,20250526 213937,,,20250527,01,,4111,,,AL008,GBP,,254.53,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250514 213937,,,20250516,01,,4511,,,AL006,GBP,duplicate_transaction,142.35,AL001,
False,20250720,,,,,,20250508 213937,,,20250512,01,,4511,,,AL009,GBP,,90.7,AL001,
False,20250720,,,,,,20250513 213937,,,20250520,01,,4789,,,AL007,USD,,259.52,AL001,
True,20250720,,Transaction amount is much higher than channel average.,,,,20250627 213937,,,20250702,01,,4511,,,AL000,EUR,outlier_amount,1432.88,AL001,
False,20250720,,,,,,20250530 213937,,,20250601,01,,4111,,,AL007,EUR,,214.53,AL001,
False,20250720,,,,,,20250427 213937,,,20250502,01,,4789,,,AL006,USD,,200.31,AL001,
False,20250720,,,,,,20250604 213937,,,20250613,01,,4789,,,AL000,USD,,143.3,AL001,
False,20250720,,,,,,20250518 213937,,,20250524,01,,4789,,,AL003,USD,,174.19,AL001,
False,20250720,,,,,,20250501 213937,,,20250506,01,,4789,,,AL008,EUR,,89.12,AL001,
False,20250720,,,,,,20250609 213937,,,20250617,01,,4111,,,AL003,EUR,,136.87,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250521 213937,,,20250531,01,,4511,,,AL001,GBP,timing_mismatch,229.93,AL001,
False,20250720,,,,,,20250629 213937,,,20250705,01,,4111,,,AL002,EUR,,139.52,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250511 213937,,,20250513,01,,4511,,,AL003,EUR,duplicate_transaction,126.58,AL001,
False,20250720,,,,,,20250611 213937,,,20250612,01,,4511,,,AL007,GBP,,141.26,AL001,
False,20250720,,,,,,20250625 213937,,,20250704,01,,4789,,,AL002,EUR,,217.87,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250508 213937,,,20250512,02,,4111,,,AL009,GBP,pending_transaction,150.83,AL001,
False,20250720,,,,,,20250615 213937,,,20250616,01,,4511,,,AL003,GBP,,159.15,AL001,
False,20250720,,,,,,20250421 213937,,,20250429,01,,4789,,,AL001,EUR,,161.89,AL001,
False,20250720,,,,,,20250519 213937,,,20250521,01,,4511,,,AL005,GBP,,200.12,AL001,
False,20250720,,,,,,20250716 213937,,,20250724,01,,4111,,,AL006,GBP,,158.37,AL001,
False,20250720,,,,,,20250513 213937,,,20250514,01,,4511,,,AL005,EUR,,105.82,AL001,
False,20250720,,,,,,20250512 213937,,,20250513,01,,4111,,,AL002,USD,,105.17,AL001,
False,20250720,,,,,,20250604 213937,,,20250606,01,,4111,,,AL001,GBP,,202.24,AL001,
False,20250720,,,,,,20250709 213937,,,20250714,01,,4511,,,AL001,EUR,,168.7,AL001,
False,20250720,,,,,,20250625 213937,,,20250704,01,,4789,,,AL006,USD,,155.24,AL001,
False,20250720,,,,,,20250612 213937,,,20250613,01,,4111,,,AL004,EUR,,51.13,AL001,
False,20250720,,,,,,20250626 213937,,,20250704,01,,4511,,,AL007,GBP,,216.36,AL001,
False,20250720,,,,,,20250422 213937,,,20250424,01,,4111,,,AL003,EUR,,174.22,AL001,
False,20250720,,,,,,20250515 213937,,,20250524,01,,4511,,,AL001,USD,,155.64,AL001,
False,20250720,,,,,,20250619 213937,,,20250628,01,,4111,,,AL009,USD,,147.53,AL001,
False,20250720,,,,,,20250710 213937,,,20250720,01,,4111,,,AL003,USD,,204.53,AL001,
False,20250720,,,,,,20250516 213937,,,20250522,01,,4511,,,AL006,EUR,,146.17,AL001,
False,20250720,,,,,,20250606 213937,,,20250614,01,,4511,,,AL004,EUR,,89.0,AL001,
False,20250720,,,,,,20250620 213937,,,20250623,01,,4789,,,AL008,USD,,254.37,AL001,
False,20250720,,,,,,20250429 213937,,,20250508,01,,4789,,,AL007,GBP,,180.01,AL001,
False,20250720,,,,,,20250702 213937,,,20250709,01,,4511,,,AL003,GBP,,276.1,AL001,
False,20250720,,,,,,20250623 213937,,,20250626,01,,4111,,,AL002,USD,,117.44,AL001,
False,20250720,,,,,,20250720 213937,,,20250729,01,,4511,,,AL005,EUR,,104.38,AL001,
False,20250720,,,,,,20250709 213937,,,20250714,01,,4511,,,AL008,EUR,,207.01,AL001,
False,20250720,,,,,,20250429 213937,,,20250507,01,,4511,,,AL002,EUR,,84.98,AL001,
False,20250720,,,,,,20250502 213937,,,20250506,01,,4789,,,AL008,EUR,,198.74,AL001,
False,20250720,,,,,,20250630 213937,,,20250702,01,,4111,,,AL009,GBP,,81.77,AL001,
False,20250720,,,,,,20250605 213937,,,20250614,01,,4511,,,AL002,EUR,,211.22,AL001,
False,20250720,,,,,,20250421 213937,,,20250422,01,,4111,,,AL003,EUR,,205.89,AL001,
False,20250720,,,,,,20250508 213937,,,20250516,01,,4111,,,AL003,GBP,,95.96,AL001,
False,20250720,,,,,,20250713 213937,,,20250716,01,,4511,,,AL001,EUR,,123.42,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250705 213937,,,20250714,01,,4789,,,AL002,GBP,timing_mismatch,104.75,AL001,
False,20250720,,,,,,20250613 213937,,,20250618,01,,4789,,,AL001,EUR,,157.83,AL001,
True,20250720,,Rejected transaction: 1300827893 - see DART spec for reason.,,,1300827893,20250521 213937,,,20250531,03,,4111,,,AL000,EUR,rejected_transaction,49.42,AL001,
False,20250720,,,,,,20250613 213937,,,20250614,01,,4111,,,AL005,USD,,98.05,AL001,
False,20250720,,,,,,20250609 213937,,,20250616,01,,4111,,,AL007,GBP,,171.76,AL001,
False,20250720,,,,,,20250616 213937,,,20250619,01,,4789,,,AL009,EUR,,190.66,AL001,
False,20250720,,,,,,20250520 213937,,,20250525,01,,4789,,,AL007,EUR,,91.56,AL001,
False,20250720,,,,,,20250424 213937,,,20250428,01,,4511,,,AL008,USD,,121.53,AL001,
False,20250720,,,,,,20250517 213937,,,20250525,01,,4789,,,AL006,GBP,,142.1,AL001,
False,20250720,,,,,,20250615 213937,,,20250619,01,,4789,,,AL000,GBP,,234.92,AL001,
False,20250720,,,,,,20250702 213937,,,20250712,01,,4511,,,AL001,GBP,,124.75,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250425 213937,,,20250502,01,,4511,,,AL002,GBP,duplicate_transaction,217.57,AL001,
False,20250720,,,,,,20250502 213937,,,20250504,01,,4111,,,AL002,EUR,,166.46,AL001,
False,20250720,,,,,,20250623 213937,,,20250703,01,,4111,,,AL004,GBP,,69.46,AL001,
False,20250720,,,,,,20250501 213937,,,20250506,01,,4789,,,AL003,USD,,71.03,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250630 213937,,,20250701,01,,4511,,,AL007,USD,duplicate_transaction,240.24,AL001,
False,20250720,,,,,,20250614 213937,,,20250616,01,,4111,,,AL006,EUR,,179.59,AL001,
False,20250720,,,,,,20250621 213937,,,20250625,01,,4511,,,AL001,USD,,136.21,AL001,
False,20250720,,,,,,20250707 213937,,,20250715,01,,4111,,,AL006,EUR,,139.44,AL001,
False,20250720,,,,,,20250602 213937,,,20250610,01,,4511,,,AL006,GBP,,134.49,AL001,
False,20250720,,,,,,20250524 213937,,,20250530,01,,4511,,,AL004,GBP,,188.61,AL001,
False,20250720,,,,,,20250608 213937,,,20250615,01,,4111,,,AL009,USD,,109.67,AL001,
False,20250720,,,,,,20250706 213937,,,20250710,01,,4511,,,AL003,USD,,97.89,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250719 213937,,,20250729,02,,4111,,,AL007,USD,pending_transaction,97.05,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250423 213937,,,20250428,02,,4111,,,AL003,GBP,pending_transaction,119.54,AL001,
True,20250720,,Transaction amount is much higher than channel average.,,,,20250621 213937,,,20250627,01,,4111,,,AL006,USD,outlier_amount,1709.2,AL001,
False,20250720,,,,,,20250504 213937,,,20250513,01,,4511,,,AL004,EUR,,168.6,AL001,
False,20250720,,,,,,20250625 213937,,,20250630,01,,4789,,,AL000,USD,,180.5,AL001,
False,20250720,,,,,,20250514 213937,,,20250522,01,,4511,,,AL005,GBP,,225.82,AL001,
False,20250720,,,,,,20250621 213937,,,20250627,01,,4111,,,AL002,GBP,,200.52,AL001,
False,20250720,,,,,,20250510 213937,,,20250511,01,,4789,,,AL004,USD,,95.2,AL001,
False,20250720,,,,,,20250424 213937,,,20250430,01,,4511,,,AL004,USD,,183.03,AL001,
False,20250720,,,,,,20250505 213937,,,20250511,01,,4111,,,AL009,EUR,,141.46,AL001,
False,20250720,,,,,,20250426 213937,,,20250505,01,,4111,,,AL009,USD,,178.22,AL001,
False,20250720,,,,,,20250522 213937,,,20250527,01,,4111,,,AL001,EUR,,199.7,AL001,
False,20250720,,,,,,20250603 213937,,,20250608,01,,4789,,,AL004,EUR,,185.58,AL001,
False,20250720,,,,,,20250501 213937,,,20250508,01,,4111,,,AL005,EUR,,68.06,AL001,
False,20250720,,,,,,20250717 213937,,,20250720,01,,4111,,,AL007,GBP,,172.52,AL001,
False,20250720,,,,,,20250602 213937,,,20250611,01,,4789,,,AL003,USD,,57.5,AL001,
False,20250720,,,,,,20250623 213937,,,20250626,01,,4111,,,AL000,USD,,128.86,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250714 213937,,,20250724,01,,4111,,,AL007,GBP,duplicate_transaction,147.98,AL001,
False,20250720,,,,,,20250425 213937,,,20250505,01,,4511,,,AL001,USD,,80.69,AL001,
False,20250720,,,,,,20250522 213937,,,20250530,01,,4111,,,AL003,USD,,140.97,AL001,
False,20250720,,,,,,20250712 213937,,,20250717,01,,4511,,,AL006,USD,,86.2,AL001,
False,20250720,,,,,,20250718 213937,,,20250726,01,,4789,,,AL008,EUR,,141.88,AL001,
False,20250720,,,,,,20250608 213937,,,20250616,01,,4789,,,AL005,USD,,189.18,AL001,
False,20250720,,,,,,20250708 213937,,,20250710,01,,4511,,,AL008,EUR,,184.79,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250620 213937,,,20250625,02,,4789,,,AL000,USD,pending_transaction,94.7,AL001,
False,20250720,,,,,,20250507 213937,,,20250516,01,,4111,,,AL006,EUR,,47.26,AL001,
False,20250720,,,,,,20250706 213937,,,20250713,01,,4511,,,AL003,EUR,,179.15,AL001,
False,20250720,,,,,,20250531 213937,,,20250602,01,,4111,,,AL000,USD,,158.35,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250719 213937,,,20250728,01,,4789,,,AL001,GBP,timing_mismatch,85.23,AL001,
False,20250720,,,,,,20250512 213937,,,20250518,01,,4111,,,AL007,USD,,214.7,AL001,
False,20250720,,,,,,20250514 213937,,,20250521,01,,4111,,,AL005,USD,,106.13,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250526 213937,,,20250531,02,,4789,,,AL007,EUR,pending_transaction,-6.2,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250426 213937,,,20250501,01,,4789,,,AL006,GBP,duplicate_transaction,119.28,AL001,
False,20250720,,,,,,20250623 213937,,,20250629,01,,4789,,,AL003,EUR,,179.92,AL001,
False,20250720,,,,,,20250510 213937,,,20250514,01,,4111,,,AL007,EUR,,152.94,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250615 213937,,,20250621,01,,4111,,,AL003,USD,timing_mismatch,94.65,AL001,
False,20250720,,,,,,20250618 213937,,,20250628,01,,4111,,,AL008,EUR,,203.93,AL001,
False,20250720,,,,,,20250518 213937,,,20250520,01,,4111,,,AL008,GBP,,73.15,AL001,
False,20250720,,,,,,20250709 213937,,,20250712,01,,4511,,,AL008,GBP,,141.77,AL001,
True,20250720,,"Transaction is pending settlement, which is unusual for this age.",,,,20250720 213937,,,20250723,02,,4111,,,AL005,GBP,pending_transaction,119.67,AL001,
False,20250720,,,,,,20250525 213937,,,20250526,01,,4111,,,AL000,EUR,,186.58,AL001,
False,20250720,,,,,,20250519 213937,,,20250523,01,,4111,,,AL002,USD,,170.58,AL001,
False,20250720,,,,,,20250517 213937,,,20250523,01,,4789,,,AL006,EUR,,172.55,AL001,
False,20250720,,,,,,20250707 213937,,,20250708,01,,4511,,,AL007,USD,,185.57,AL001,
False,20250720,,,,,,20250626 213937,,,20250630,01,,4511,,,AL003,GBP,,190.88,AL001,
False,20250720,,,,,,20250607 213937,,,20250616,01,,4511,,,AL007,EUR,,77.63,AL001,
False,20250720,,,,,,20250716 213937,,,20250717,01,,4111,,,AL001,GBP,,121.6,AL001,
False,20250720,,,,,,20250713 213937,,,20250714,01,,4789,,,AL000,USD,,115.88,AL001,
False,20250720,,,,,,20250509 213937,,,20250512,01,,4789,,,AL006,GBP,,175.01,AL001,
True,20250720,,Rejected transaction: 1610111253 - see DART spec for reason.,,,1610111253,20250509 213937,,,20250519,03,,4111,,,AL003,EUR,rejected_transaction,56.75,AL001,
False,20250720,,,,,,20250512 213937,,,20250520,01,,4789,,,AL009,USD,,212.31,AL001,
False,20250720,,,,,,20250705 213937,,,20250714,01,,4111,,,AL005,EUR,,99.31,AL001,
False,20250720,,,,,,20250613 213937,,,20250616,01,,4789,,,AL009,USD,,128.58,AL001,
False,20250720,,,,,,20250428 213937,,,20250501,01,,4111,,,AL000,GBP,,270.21,AL001,
False,20250720,,,,,,20250520 213937,,,20250529,01,,4511,,,AL004,USD,,218.5,AL001,
False,20250720,,,,,,20250708 213937,,,20250714,01,,4789,,,AL003,GBP,,170.53,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250706 213937,,,20250710,01,,4111,,,AL000,GBP,timing_mismatch,95.02,AL001,
False,20250720,,,,,,20250707 213937,,,20250712,01,,4789,,,AL005,EUR,,96.35,AL001,
False,20250720,,,,,,20250630 213937,,,20250708,01,,4789,,,AL008,EUR,,165.26,AL001,
False,20250720,,,,,,20250624 213937,,,20250628,01,,4511,,,AL007,USD,,152.21,AL001,
False,20250720,,,,,,20250603 213937,,,20250609,01,,4511,,,AL007,USD,,49.88,AL001,
False,20250720,,,,,,20250624 213937,,,20250703,01,,4111,,,AL008,EUR,,93.43,AL001,
True,20250720,,"Duplicate transaction detected (same PAN, amount, timestamp).",,,,20250429 213937,,,20250504,01,,4511,,,AL005,USD,duplicate_transaction,240.73,AL001,
False,20250720,,,,,,20250604 213937,,,20250611,01,,4511,,,AL000,GBP,,159.51,AL001,
False,20250720,,,,,,20250427 213937,,,20250505,01,,4111,,,AL001,EUR,,165.55,AL001,
False,20250720,,,,,,20250511 213937,,,20250513,01,,4789,,,AL000,EUR,,73.54,AL001,
False,20250720,,,,,,20250520 213937,,,20250528,01,,4111,,,AL001,GBP,,138.12,AL001,
False,20250720,,,,,,20250427 213937,,,20250504,01,,4511,,,AL001,EUR,,175.55,AL001,
False,20250720,,,,,,20250713 213937,,,20250719,01,,4111,,,AL005,EUR,,134.13,AL001,
False,20250720,,,,,,20250625 213937,,,20250703,01,,4511,,,AL008,EUR,,176.95,AL001,
False,20250720,,,,,,20250610 213937,,,20250619,01,,4789,,,AL002,GBP,,142.69,AL001,
False,20250720,,,,,,20250516 213937,,,20250521,01,,4789,,,AL000,EUR,,124.75,AL001,
False,20250720,,,,,,20250602 213937,,,20250612,01,,4111,,,AL004,GBP,,223.66,AL001,
False,20250720,,,,,,20250521 213937,,,20250531,01,,4111,,,AL006,EUR,,166.16,AL001,
False,20250720,,,,,,20250602 213937,,,20250603,01,,4111,,,AL003,EUR,,168.61,AL001,
False,20250720,,,,,,20250611 213937,,,20250615,01,,4111,,,AL009,GBP,,104.6,AL001,
False,20250720,,,,,,20250422 213937,,,20250425,01,,4789,,,AL008,USD,,189.59,AL001,
False,20250720,,,,,,20250423 213937,,,20250425,01,,4789,,,AL003,GBP,,205.06,AL001,
False,20250720,,,,,,20250625 213937,,,20250702,01,,4111,,,AL009,GBP,,237.91,AL001,
True,20250720,,Settlement date is much later than transaction date.,,,,20250627 213937,,,20250704,01,,4511,,,AL004,GBP,timing_mismatch,174.48,AL001,
False,20250720,,,,,,20250517 213937,,,20250522,01,,4789,,,AL009,USD,,172.89,AL001,
False,20250720,,,,,,20250707 213937,,,20250715,01,,4789,,,AL002,GBP,,214.23,AL001,
False,20250720,,,,,,20250621 213937,,,20250630,01,,4789,,,AL000,USD,,130.13,AL001,
False,20250720,,,,,,20250621 213937,,,20250623,01,,4511,,,AL005,USD,,132.32,AL001,
False,20250720,,,,,,20250612 213937,,,20250622,01,,4111,,,AL006,EUR,,169.6,AL001,
False,20250720,,,,,,20250520 213937,,,20250523,01,,4789,,,AL005,GBP,,182.49,AL001,
True,20250720,,Transaction amount is much higher than channel average.,,,,20250710 213937,,,20250714,01,,4789,,,AL005,GBP,outlier_amount,1700.24,AL001,
False,20250720,,,,,,20250508 213937,,,20250510,01,,4789,,,AL001,GBP,,174.53,AL001,
,,,,,,,,,,,99,,,501,,,,,,,
